Trip;Date;Departure;CS Centrumzijde;Vaartscherijn;Stadion Galgenwaard;De Kromme Rijn;Padualaan;Heidelberglaan;UMC;WKZ;P+R Uithof
R1229;8-9-2015;15:40;0;1;0;0;0;0;0,00;0,00;0,00
R1231;8-9-2015;15:45;0;5;1;0;2;4;0,00;0,00;0,00
R1233;8-9-2015;15:49;0;4;2;1;3;7;0,33;0,33;0,33
R1235;8-9-2015;15:53;0;5;0;0;2;1;0,33;0,33;0,33
R1237;8-9-2015;15:58;0;0;0;0;0;0;0,00;0,00;0,00
R1239;8-9-2015;16:02;0;1;1;0;2;2;0,00;0,00;0,00
R1241;8-9-2015;16:06;0;8;1;1;8;5;2,00;2,00;2,00
R1243;8-9-2015;16:11;0;0;0;0;1;2;0,00;0,00;0,00
R1245;8-9-2015;16:15;0;0;0;0;0;0;0,00;0,00;0,00
R1247;8-9-2015;16:19;0;10;2;1;15;19;1,00;1,00;1,00
R1249;8-9-2015;16:24;0;4;0;1;14;9;2,00;2,00;2,00
R1251;8-9-2015;16:28;0;1;4;0;16;5;0,67;0,67;0,67
R1253;8-9-2015;16:32;0;4;0;0;6;4;0,67;0,67;0,67
R1255;8-9-2015;16:37;0;0;0;2;6;1;0,00;0,00;0,00
R1257;8-9-2015;16:41;0;2;1;0;13;9;1,33;1,33;1,33
R1259;8-9-2015;16:45;0;1;0;0;3;26;1,33;1,33;1,33
R1261;8-9-2015;16:50;0;3;2;1;11;7;0,33;0,33;0,33
R1263;8-9-2015;16:54;0;7;2;1;11;16;0,67;0,67;0,67
R1265;8-9-2015;16:58;0;5;1;3;12;33;0,33;0,33;0,33
R1267;8-9-2015;17:03;0;0;0;0;1;2;1,33;1,33;1,33
R1269;8-9-2015;17:07;0;0;1;1;3;2;1,33;1,33;1,33
R1271;8-9-2015;17:11;0;0;0;0;0;4;0,00;0,00;0,00
R1273;8-9-2015;17:16;0;0;0;0;0;1;0,00;0,00;0,00
R1275;8-9-2015;17:20;0;3;1;4;2;6;0,33;0,33;0,33
R1277;8-9-2015;17:24;0;8;3;0;4;1;0,33;0,33;0,33
R1279;8-9-2015;17:29;0;5;0;0;5;5;0,67;0,67;0,67
R1281;8-9-2015;17:33;0;5;3;1;3;3;0,33;0,33;0,33
R1283;8-9-2015;17:37;0;15;7;0;0;5;0,00;0,00;0,00
R1285;8-9-2015;17:42;0;0;0;0;0;0;0,67;0,67;0,67
R1287;8-9-2015;17:46;0;9;4;0;3;2;0,67;0,67;0,67
R1289;8-9-2015;17:51;0;2;2;1;6;3;0,00;0,00;0,00
R1291;8-9-2015;17:56;0;2;1;0;0;4;0,33;0,33;0,33
R1293;8-9-2015;18:01;0;6;1;0;3;7;1,00;1,00;1,00
R1295;8-9-2015;18:10;0;0;119;6;1;12;2,33;2,33;2,33
R1297;8-9-2015;18:24;0;0;0;0;0;0;0,00;0,00;0,00
R1299;8-9-2015;18:39;0;7;2;2;0;10;0,33;0,33;0,33
R1301;8-9-2015;18:50;0;8;2;2;0;5;0,00;0,00;0,00
R1303;8-9-2015;19:09;0;8;3;1;0;14;0,00;0,00;0,00
R1305;8-9-2015;19:24;0;5;0;0;0;5;0,00;0,00;0,00
R1307;8-9-2015;19:37;0;14;0;0;0;2;0,00;0,00;0,00
R1309;8-9-2015;19:52;0;7;0;0;1;3;0,00;0,00;0,00
R1311;8-9-2015;20:07;0;2;1;2;0;4;0,00;0,00;0,00
R1313;8-9-2015;20:22;0;1;0;1;0;1;0,00;0,00;0,00
R1315;8-9-2015;20:37;0;5;2;2;0;4;0,00;0,00;0,00
R1317;8-9-2015;20:52;0;2;1;0;3;0;0,00;0,00;0,00
R1319;8-9-2015;21:07;0;6;2;0;0;1;0,00;0,00;0,00
R1001;9-9-2015;6:10;0;2;0;1;0;0;1,33;1,33;1,33
R1003;9-9-2015;6:30;0;2;2;3;2;10;6,67;6,67;6,67
R1005;9-9-2015;6:42;0;10;13;5;2;7;1,67;1,67;1,67
R1007;9-9-2015;6:55;0;13;11;9;2;3;3,33;3,33;3,33
R1009;9-9-2015;7:05;0;5;3;3;1;7;2,00;2,00;2,00
R1011;9-9-2015;7:14;0;4;18;1;0;19;6,00;6,00;6,00
R1013;9-9-2015;7:21;0;3;5;2;4;26;4,33;4,33;4,33
R1015;9-9-2015;7:26;0;6;6;2;4;34;5,67;5,67;5,67
R1017;9-9-2015;7:31;0;0;0;0;1;1;0,67;0,67;0,67
R1019;9-9-2015;7:36;0;10;19;4;13;44;5,67;5,67;5,67
R1021;9-9-2015;7:40;0;9;9;0;42;46;13,67;13,67;13,67
R1023;9-9-2015;7:44;0;0;0;0;1;1;0,00;0,00;0,00
R1025;9-9-2015;7:48;0;2;6;3;33;19;2,00;2,00;2,00
R1027;9-9-2015;7:52;0;12;5;1;38;8;1,67;1,67;1,67
R1029;9-9-2015;7:57;0;15;6;1;34;13;1,33;1,33;1,33
R1031;9-9-2015;8:01;0;12;10;6;66;18;2,00;2,00;2,00
R1033;9-9-2015;8:05;0;33;8;16;101;63;6,33;6,33;6,33
R1035;9-9-2015;8:09;0;44;6;4;60;37;39,33;39,33;39,33
R1037;9-9-2015;8:14;0;52;5;14;57;121;8,67;8,67;8,67
R1039;9-9-2015;8:18;0;25;6;4;88;67;4,00;4,00;4,00
R1041;9-9-2015;8:22;0;23;1;9;35;72;2,00;2,00;2,00
R1043;9-9-2015;8:26;0;5;5;10;49;54;3,00;3,00;3,00
R1045;9-9-2015;8:30;0;18;6;16;93;130;6,00;6,00;6,00
R1047;9-9-2015;8:35;0;22;13;10;86;146;39,33;39,33;39,33
R1049;9-9-2015;8:39;0;30;4;3;41;35;7,00;7,00;7,00
R1051;9-9-2015;8:43;0;54;18;13;136;141;6,67;6,67;6,67
R1053;9-9-2015;8:47;0;41;5;1;21;8;5,33;5,33;5,33
R1055;9-9-2015;8:52;0;49;5;4;26;25;0,67;0,67;0,67
R1057;9-9-2015;8:56;0;42;4;3;62;57;4,33;4,33;4,33
R1059;9-9-2015;9:00;0;18;7;1;55;30;0,67;0,67;0,67
R1061;9-9-2015;9:05;0;0;0;0;1;1;0,00;0,00;0,00
R1063;9-9-2015;9:09;0;1;0;0;2;7;0,67;0,67;0,67
R1065;9-9-2015;9:14;0;0;1;0;1;7;0,00;0,00;0,00
R1067;9-9-2015;9:19;0;10;1;0;22;32;1,67;1,67;1,67
R1069;9-9-2015;9:24;0;9;4;0;23;24;4,00;4,00;4,00
R1071;9-9-2015;9:28;0;14;2;1;27;23;0,00;0,00;0,00
R1073;9-9-2015;9:33;0;13;1;2;44;44;6,00;6,00;6,00
R1075;9-9-2015;9:38;0;10;3;0;19;7;1,00;1,00;1,00
R1077;9-9-2015;9:43;0;2;1;0;10;6;0,67;0,67;0,67
R1079;9-9-2015;9:48;0;10;0;0;0;3;12,00;12,00;12,00
R1083;9-9-2015;9:57;0;50;8;14;152;95;3,00;3,00;3,00
R1085;9-9-2015;10:02;0;31;4;5;66;52;1,33;1,33;1,33
R1087;9-9-2015;10:07;0;19;1;13;87;74;6,00;6,00;6,00
R1089;9-9-2015;10:11;0;2;0;4;42;34;1,33;1,33;1,33
R1091;9-9-2015;10:16;0;13;3;13;82;67;1,67;1,67;1,67
R1093;9-9-2015;10:21;0;6;0;3;20;48;1,67;1,67;1,67
R1095;9-9-2015;10:26;0;9;0;13;33;69;1,00;1,00;1,00
R1097;9-9-2015;10:31;0;0;0;1;4;7;0,67;0,67;0,67
R1099;9-9-2015;10:35;0;8;3;10;26;59;0,67;0,67;0,67
R1101;9-9-2015;10:40;0;19;2;15;35;54;3,00;3,00;3,00
R1103;9-9-2015;10:45;0;26;2;3;23;41;1,33;1,33;1,33
R1105;9-9-2015;10:50;0;17;2;1;21;23;2,00;2,00;2,00
R1107;9-9-2015;10:54;0;6;2;0;12;7;0,67;0,67;0,67
R1109;9-9-2015;10:59;0;12;2;4;41;30;0,00;0,00;0,00
R1111;9-9-2015;11:04;0;7;2;1;35;22;1,33;1,33;1,33
R1113;9-9-2015;11:09;0;1;0;0;0;0;0,33;0,33;0,33
R1115;9-9-2015;11:14;0;7;4;0;20;0;0,00;0,00;0,00
R1117;9-9-2015;11:18;0;0;2;0;12;12;0,33;0,33;0,33
R1119;9-9-2015;11:23;0;7;0;0;12;12;1,33;1,33;1,33
R1121;9-9-2015;11:28;0;5;1;0;27;67;1,00;1,00;1,00
R1123;9-9-2015;11:33;0;7;1;1;15;29;0,33;0,33;0,33
R1125;9-9-2015;11:37;0;5;2;1;10;9;0,00;0,00;0,00
R1127;9-9-2015;11:42;0;6;2;1;24;15;0,00;0,00;0,00
R1129;9-9-2015;11:47;0;11;6;3;47;18;0,67;0,67;0,67
R1131;9-9-2015;11:52;0;0;0;0;4;3;0,00;0,00;0,00
R1133;9-9-2015;11:57;0;15;2;4;26;14;0,33;0,33;0,33
R1135;9-9-2015;12:01;0;6;1;0;4;2;0,00;0,00;0,00
R1137;9-9-2015;12:06;0;5;1;1;21;11;1,00;1,00;1,00
R1139;9-9-2015;12:11;0;19;0;2;19;13;0,00;0,00;0,00
R1141;9-9-2015;12:16;0;7;3;1;19;18;0,00;0,00;0,00
R1143;9-9-2015;12:20;0;6;2;6;13;18;1,67;1,67;1,67
R1145;9-9-2015;12:25;0;28;3;2;22;30;0,67;0,67;0,67
R1147;9-9-2015;12:30;0;25;4;10;68;111;2,00;2,00;2,00
R1149;9-9-2015;12:35;0;0;0;0;3;20;0,00;0,00;0,00
R1151;9-9-2015;12:40;0;12;1;11;48;66;0,33;0,33;0,33
R1153;9-9-2015;12:44;0;10;1;13;44;70;0,67;0,67;0,67
R1155;9-9-2015;12:49;0;4;2;6;48;72;0,67;0,67;0,67
R1157;9-9-2015;12:54;0;3;0;5;6;0;14,33;14,33;14,33
R1159;9-9-2015;12:59;0;0;3;5;42;40;2,67;2,67;2,67
R1161;9-9-2015;13:03;0;2;0;3;10;4;0,33;0,33;0,33
R1163;9-9-2015;13:08;0;6;1;1;24;12;1,33;1,33;1,33
R1165;9-9-2015;13:13;0;13;3;2;47;44;3,67;3,67;3,67
R1167;9-9-2015;13:18;0;0;0;2;0;0;0,33;0,33;0,33
R1169;9-9-2015;13:23;0;5;0;1;18;26;1,33;1,33;1,33
R1171;9-9-2015;13:27;0;5;0;2;2;6;0,00;0,00;0,00
R1173;9-9-2015;13:32;0;9;5;3;13;18;1,00;1,00;1,00
R1175;9-9-2015;13:37;0;2;3;2;6;9;0,33;0,33;0,33
R1177;9-9-2015;13:42;0;18;2;0;14;16;1,67;1,67;1,67
R1179;9-9-2015;13:46;0;5;1;0;8;13;1,00;1,00;1,00
R1181;9-9-2015;13:51;0;9;1;0;5;20;1,67;1,67;1,67
R1183;9-9-2015;13:56;0;14;1;0;17;11;2,33;2,33;2,33
R1185;9-9-2015;14:01;0;0;0;0;1;1;0,00;0,00;0,00
R1187;9-9-2015;14:06;0;10;3;1;21;11;2,00;2,00;2,00
R1189;9-9-2015;14:10;0;3;0;0;0;1;0,00;0,00;0,00
R1191;9-9-2015;14:15;0;9;1;3;13;11;0,00;0,00;0,00
R1193;9-9-2015;14:20;0;4;0;2;14;12;1,00;1,00;1,00
R1195;9-9-2015;14:25;0;0;2;7;21;13;1,33;1,33;1,33
R1197;9-9-2015;14:29;0;2;0;0;1;2;0,00;0,00;0,00
R1199;9-9-2015;14:34;0;2;0;5;12;12;1,33;1,33;1,33
R1201;9-9-2015;14:39;0;12;2;17;32;37;1,33;1,33;1,33
R1203;9-9-2015;14:42;0;0;0;0;0;0;0,67;0,67;0,67
R1205;9-9-2015;14:48;0;0;0;0;3;11;0,33;0,33;0,33
R1207;9-9-2015;14:52;0;11;3;4;14;22;2,00;2,00;2,00
R1209;9-9-2015;14:57;0;2;0;4;5;5;1,33;1,33;1,33
R1211;9-9-2015;15:01;0;0;0;0;0;2;0,00;0,00;0,00
R1213;9-9-2015;15:06;0;7;1;0;7;4;1,00;1,00;1,00
R1215;9-9-2015;15:10;0;2;3;1;4;7;2,33;2,33;2,33
R1217;9-9-2015;15:14;0;3;0;0;3;6;0,00;0,00;0,00
R1219;9-9-2015;15:19;0;11;3;1;3;18;1,00;1,00;1,00
R1221;9-9-2015;15:23;0;0;0;0;5;5;0,33;0,33;0,33
R1223;9-9-2015;15:27;0;8;2;0;9;6;0,00;0,00;0,00
R1225;9-9-2015;15:32;0;4;1;0;15;8;0,67;0,67;0,67
R1227;9-9-2015;15:36;0;7;2;0;3;2;2,00;2,00;2,00
R1229;9-9-2015;15:40;0;1;0;0;0;1;0,00;0,00;0,00
R1231;9-9-2015;15:45;0;7;2;5;5;3;1,00;1,00;1,00
R1233;9-9-2015;15:49;0;7;0;0;2;2;1,00;1,00;1,00
R1235;9-9-2015;15:53;0;0;0;0;3;2;0,67;0,67;0,67
R1237;9-9-2015;15:58;0;10;0;0;3;7;2,00;2,00;2,00
R1239;9-9-2015;16:02;0;0;0;0;1;0;0,00;0,00;0,00
R1241;9-9-2015;16:06;0;3;3;0;5;0;0,33;0,33;0,33
R1243;9-9-2015;16:11;0;8;1;1;3;4;1,33;1,33;1,33
R1245;9-9-2015;16:15;0;6;0;1;9;3;0,67;0,67;0,67
R1247;9-9-2015;16:19;0;0;0;0;0;0;0,00;0,00;0,00
R1249;9-9-2015;16:24;0;3;0;0;5;3;0,00;0,00;0,00
R1251;9-9-2015;16:28;0;4;3;1;15;4;1,33;1,33;1,33
R1253;9-9-2015;16:32;0;5;4;4;10;7;0,00;0,00;0,00
R1255;9-9-2015;16:37;0;7;0;0;5;7;0,00;0,00;0,00
R1257;9-9-2015;16:41;0;0;0;0;3;1;0,33;0,33;0,33
R1259;9-9-2015;16:45;0;1;0;0;3;3;0,33;0,33;0,33
R1261;9-9-2015;16:50;0;0;0;0;0;0;0,00;0,00;0,00
R1263;9-9-2015;16:54;0;11;3;1;17;6;1,00;1,00;1,00
R1265;9-9-2015;16:58;0;0;0;0;3;3;1,00;1,00;1,00
R1267;9-9-2015;17:03;0;0;2;0;2;3;0,33;0,33;0,33
R1269;9-9-2015;17:07;0;6;1;4;7;8;0,67;0,67;0,67
R1271;9-9-2015;17:11;0;1;1;0;0;0;0,33;0,33;0,33
R1273;9-9-2015;17:16;0;7;2;1;6;11;0,67;0,67;0,67
R1275;9-9-2015;17:20;0;0;0;0;1;0;0,00;0,00;0,00
R1277;9-9-2015;17:24;0;0;0;0;0;0;0,00;0,00;0,00
R1279;9-9-2015;17:29;0;0;0;0;1;0;0,00;0,00;0,00
R1281;9-9-2015;17:33;0;7;1;2;4;14;0,33;0,33;0,33
R1283;9-9-2015;17:37;0;10;2;0;4;7;0,67;0,67;0,67
R1285;9-9-2015;17:42;0;4;0;0;0;1;0,00;0,00;0,00
R1287;9-9-2015;17:46;0;4;3;0;7;8;1,00;1,00;1,00
R1289;9-9-2015;17:51;0;2;1;0;0;0;0,67;0,67;0,67
R1291;9-9-2015;17:56;0;0;1;0;2;3;0,00;0,00;0,00
R1293;9-9-2015;18:01;0;0;0;0;0;1;0,00;0,00;0,00
R1295;9-9-2015;18:10;0;4;1;0;0;4;0,00;0,00;0,00
R1297;9-9-2015;18:24;0;16;1;1;5;10;1,00;1,00;1,00
R1299;9-9-2015;18:39;0;25;9;3;5;18;0,00;0,00;0,00
R1301;9-9-2015;18:50;0;3;1;2;2;1;0,00;0,00;0,00
R1303;9-9-2015;19:09;0;19;8;5;4;2;0,00;0,00;0,00
R1305;9-9-2015;19:24;0;4;3;0;1;4;0,00;0,00;0,00
R1307;9-9-2015;19:37;0;5;2;4;1;3;0,00;0,00;0,00
R1309;9-9-2015;19:52;0;8;1;0;1;2;0,00;0,00;0,00
R1311;9-9-2015;20:07;0;9;1;1;0;6;0,00;0,00;0,00
R1313;9-9-2015;20:22;0;5;1;1;0;3;0,00;0,00;0,00
R1315;9-9-2015;20:37;0;6;1;0;0;3;0,00;0,00;0,00
R1317;9-9-2015;20:52;0;0;0;1;1;1;0,00;0,00;0,00
R1319;9-9-2015;21:07;0;8;1;0;0;2;0,00;0,00;0,00
R1001;10-9-2015;6:10;0;1;0;0;1;0;1,33;1,33;1,33
R1003;10-9-2015;6:30;0;1;6;2;1;9;8,33;8,33;8,33
R1005;10-9-2015;6:42;0;12;10;4;4;5;1,67;1,67;1,67
R1007;10-9-2015;6:55;0;8;11;5;3;3;4,33;4,33;4,33
R1009;10-9-2015;7:05;0;8;7;0;2;4;4,33;4,33;4,33
R1011;10-9-2015;7:14;0;20;12;5;9;17;4,67;4,67;4,67
R1013;10-9-2015;7:21;0;1;0;0;0;0;0,67;0,67;0,67
R1015;10-9-2015;7:26;0;0;0;0;0;0;0,00;0,00;0,00
R1017;10-9-2015;7:31;0;6;13;3;7;57;7,00;7,00;7,00
R1019;10-9-2015;7:36;0;6;9;0;4;19;3,33;3,33;3,33
R1021;10-9-2015;7:40;0;6;4;4;21;41;6,67;6,67;6,67
R1023;10-9-2015;7:44;0;7;15;1;33;29;6,00;6,00;6,00
R1025;10-9-2015;7:48;0;6;0;0;12;8;0,00;0,00;0,00
R1027;10-9-2015;7:52;0;14;11;3;27;29;7,00;7,00;7,00
R1031;10-9-2015;8:01;0;28;21;13;96;48;5,00;5,00;5,00
R1033;10-9-2015;8:05;0;35;11;10;73;55;4,33;4,33;4,33
R1035;10-9-2015;8:09;0;23;10;11;80;80;1,67;1,67;1,67
R1037;10-9-2015;8:14;0;17;8;9;58;52;2,00;2,00;2,00
R1039;10-9-2015;8:18;0;56;9;12;69;91;2,33;2,33;2,33
R1041;10-9-2015;8:22;0;167;10;7;38;49;2,67;2,67;2,67
R1043;10-9-2015;8:26;0;14;3;10;44;65;4,33;4,33;4,33
R1045;10-9-2015;8:30;0;18;9;32;98;123;4,33;4,33;4,33
R1047;10-9-2015;8:35;0;16;0;0;3;0;84,00;84,00;84,00
R1049;10-9-2015;8:39;0;5;3;9;50;68;35,67;35,67;35,67
R1051;10-9-2015;8:43;0;28;11;24;129;119;8,67;8,67;8,67
R1053;10-9-2015;8:47;0;20;3;0;18;7;48,67;48,67;48,67
R1055;10-9-2015;8:52;0;7;7;17;53;52;4,00;4,00;4,00
R1057;10-9-2015;8:56;0;19;2;1;22;13;5,00;5,00;5,00
R1059;10-9-2015;9:00;0;32;10;5;52;54;1,00;1,00;1,00
R1061;10-9-2015;9:05;0;13;11;1;15;19;1,00;1,00;1,00
R1063;10-9-2015;9:09;0;29;12;4;43;54;2,67;2,67;2,67
R1065;10-9-2015;9:14;0;38;19;10;94;79;7,33;7,33;7,33
R1067;10-9-2015;9:19;0;0;0;1;1;2;0,33;0,33;0,33
R1069;10-9-2015;9:24;0;29;5;5;29;30;1,67;1,67;1,67
R1071;10-9-2015;9:28;0;7;3;0;17;32;26,00;26,00;26,00
R1073;10-9-2015;9:33;0;7;3;0;25;38;2,00;2,00;2,00
R1077;10-9-2015;9:43;0;4;2;1;30;13;0,33;0,33;0,33
R1079;10-9-2015;9:48;0;24;5;1;66;24;0,00;0,00;0,00
R1081;10-9-2015;9:52;0;7;1;0;19;7;0,67;0,67;0,67
R1083;10-9-2015;9:57;0;1;2;6;18;15;0,00;0,00;0,00
R1085;10-9-2015;10:02;0;17;1;7;60;25;1,33;1,33;1,33
R1087;10-9-2015;10:07;0;13;2;5;90;62;3,67;3,67;3,67
R1089;10-9-2015;10:11;0;9;2;4;78;53;1,33;1,33;1,33
R1091;10-9-2015;10:16;0;0;0;0;1;0;0,67;0,67;0,67
R1093;10-9-2015;10:21;0;5;4;5;20;33;1,33;1,33;1,33
R1097;10-9-2015;10:31;0;5;5;19;114;139;2,67;2,67;2,67
R1099;10-9-2015;10:35;0;15;1;10;81;108;3,00;3,00;3,00
R1103;10-9-2015;10:45;0;1;0;1;5;6;0,00;0,00;0,00
R1105;10-9-2015;10:50;0;15;3;1;26;20;1,00;1,00;1,00
R1107;10-9-2015;10:54;0;15;1;9;51;55;9,00;9,00;9,00
R1109;10-9-2015;10:59;0;6;3;1;8;28;1,33;1,33;1,33
R1111;10-9-2015;11:04;0;1;2;0;23;13;0,67;0,67;0,67
R1113;10-9-2015;11:09;0;16;5;1;22;19;1,33;1,33;1,33
R1115;10-9-2015;11:14;0;0;0;1;2;0;0,00;0,00;0,00
R1117;10-9-2015;11:18;0;42;6;12;67;64;1,00;1,00;1,00
R1119;10-9-2015;11:23;0;2;0;0;0;1;0,00;0,00;0,00
R1121;10-9-2015;11:28;0;0;0;0;1;2;0,00;0,00;0,00
R1123;10-9-2015;11:33;0;10;0;3;30;20;0,67;0,67;0,67
R1125;10-9-2015;11:37;0;3;1;0;3;6;0,00;0,00;0,00
R1127;10-9-2015;11:42;0;8;1;1;35;14;0,33;0,33;0,33
R1129;10-9-2015;11:47;0;2;0;2;15;10;0,00;0,00;0,00
R1131;10-9-2015;11:52;0;17;2;0;51;10;1,00;1,00;1,00
R1133;10-9-2015;11:57;0;0;0;0;0;0;0,00;0,00;0,00
R1135;10-9-2015;12:01;0;14;3;4;55;38;1,00;1,00;1,00
R1137;10-9-2015;12:06;0;0;0;0;2;1;0,00;0,00;0,00
R1139;10-9-2015;12:11;0;0;0;0;0;1;0,00;0,00;0,00
R1141;10-9-2015;12:16;0;22;4;8;72;84;2,67;2,67;2,67
R1143;10-9-2015;12:20;0;4;2;1;21;32;1,00;1,00;1,00
R1145;10-9-2015;12:25;0;10;2;9;40;47;2,67;2,67;2,67
R1147;10-9-2015;12:30;0;9;5;4;21;48;1,67;1,67;1,67
R1149;10-9-2015;12:35;0;8;3;9;41;46;2,33;2,33;2,33
R1151;10-9-2015;12:40;0;0;0;0;1;0;0,67;0,67;0,67
R1153;10-9-2015;12:44;0;28;5;11;73;100;2,33;2,33;2,33
R1155;10-9-2015;12:49;0;0;0;0;1;1;0,67;0,67;0,67
R1157;10-9-2015;12:54;0;0;0;1;8;7;1,00;1,00;1,00
R1159;10-9-2015;12:59;0;22;5;2;60;43;1,67;1,67;1,67
R1161;10-9-2015;13:03;0;5;2;1;20;14;0,00;0,00;0,00
R1163;10-9-2015;13:08;0;0;0;0;3;3;0,33;0,33;0,33
R1165;10-9-2015;13:13;0;3;5;1;13;23;2,00;2,00;2,00
R1167;10-9-2015;13:18;0;8;7;0;24;14;0,67;0,67;0,67
R1169;10-9-2015;13:23;0;1;0;0;0;0;0,00;0,00;0,00
R1171;10-9-2015;13:27;0;11;7;0;16;24;2,33;2,33;2,33
R1173;10-9-2015;13:32;0;3;0;0;0;0;0,00;0,00;0,00
R1175;10-9-2015;13:37;0;2;1;0;0;0;0,00;0,00;0,00
R1177;10-9-2015;13:42;0;11;3;7;25;13;1,33;1,33;1,33
R1179;10-9-2015;13:46;0;10;2;0;4;10;0,67;0,67;0,67
R1181;10-9-2015;13:51;0;0;0;0;0;1;0,67;0,67;0,67
R1183;10-9-2015;13:56;0;10;0;1;8;6;1,33;1,33;1,33
R1185;10-9-2015;14:01;0;6;0;3;10;3;1,33;1,33;1,33
R1187;10-9-2015;14:06;0;0;0;3;0;2;1,00;1,00;1,00
R1189;10-9-2015;14:10;0;16;3;4;23;26;1,67;1,67;1,67
R1191;10-9-2015;14:15;0;0;0;0;0;1;0,00;0,00;0,00
R1193;10-9-2015;14:20;0;0;0;0;0;1;0,33;0,33;0,33
R1195;10-9-2015;14:25;0;8;1;10;23;64;1,00;1,00;1,00
R1197;10-9-2015;14:29;0;3;0;1;1;11;0,33;0,33;0,33
R1199;10-9-2015;14:34;0;0;1;0;3;2;0,33;0,33;0,33
R1201;10-9-2015;14:39;0;12;4;11;7;33;1,67;1,67;1,67
R1203;10-9-2015;14:42;0;3;2;5;5;25;0,67;0,67;0,67
R1205;10-9-2015;14:48;0;0;0;0;0;0;0,00;0,00;0,00
R1207;10-9-2015;14:52;0;16;4;4;20;18;2,33;2,33;2,33
R1209;10-9-2015;14:57;0;6;0;0;0;2;0,00;0,00;0,00
R1211;10-9-2015;15:01;0;2;0;0;1;4;0,67;0,67;0,67
R1213;10-9-2015;15:06;0;6;1;0;5;4;9,33;9,33;9,33
R1215;10-9-2015;15:10;0;4;0;1;2;1;0,33;0,33;0,33
R1217;10-9-2015;15:14;0;22;2;2;4;38;3,67;3,67;3,67
R1219;10-9-2015;15:19;0;11;0;2;13;11;0,67;0,67;0,67
R1221;10-9-2015;15:23;0;3;3;0;3;4;0,00;0,00;0,00
R1223;10-9-2015;15:27;0;0;0;0;0;0;0,00;0,00;0,00
R1225;10-9-2015;15:32;0;10;1;0;2;3;2,67;2,67;2,67
R1227;10-9-2015;15:36;0;0;0;0;0;0;0,33;0,33;0,33
R1229;10-9-2015;15:40;0;0;0;0;0;0;0,00;0,00;0,00
R1231;10-9-2015;15:45;0;19;3;1;8;11;1,00;1,00;1,00
R1233;10-9-2015;15:49;0;6;0;1;4;4;1,33;1,33;1,33
R1235;10-9-2015;15:53;0;4;2;1;4;9;0,33;0,33;0,33
R1237;10-9-2015;15:58;0;0;0;0;0;0;1,33;1,33;1,33
R1239;10-9-2015;16:02;0;3;2;0;2;5;1,00;1,00;1,00
R1241;10-9-2015;16:06;0;0;0;0;1;1;0,33;0,33;0,33
R1243;10-9-2015;16:11;0;6;0;1;1;4;1,33;1,33;1,33
R1245;10-9-2015;16:15;0;0;0;0;0;2;0,00;0,00;0,00
R1247;10-9-2015;16:19;0;0;0;0;1;0;0,00;0,00;0,00
R1249;10-9-2015;16:24;0;7;1;3;2;2;1,67;1,67;1,67
R1251;10-9-2015;16:28;0;23;0;3;4;7;3,00;3,00;3,00
R1253;10-9-2015;16:32;0;9;3;1;10;4;0,67;0,67;0,67
R1255;10-9-2015;16:37;0;3;0;0;0;1;0,33;0,33;0,33
R1257;10-9-2015;16:41;0;7;2;3;8;7;1,67;1,67;1,67
R1259;10-9-2015;16:45;0;0;1;0;2;3;2,67;2,67;2,67
R1261;10-9-2015;16:50;0;0;0;0;0;0;0,00;0,00;0,00
R1263;10-9-2015;16:54;0;0;0;0;0;0;0,00;0,00;0,00
R1265;10-9-2015;16:58;0;0;0;0;0;0;0,00;0,00;0,00
R1267;10-9-2015;17:03;0;19;4;11;14;12;1,67;1,67;1,67
R1269;10-9-2015;17:07;0;4;3;1;6;3;0,33;0,33;0,33
R1271;10-9-2015;17:11;0;7;0;0;1;2;0,33;0,33;0,33
R1273;10-9-2015;17:16;0;11;4;2;7;10;0,67;0,67;0,67
R1275;10-9-2015;17:20;0;15;10;2;17;8;1,00;1,00;1,00
R1277;10-9-2015;17:24;0;0;0;0;0;0;0,00;0,00;0,00
R1279;10-9-2015;17:29;0;10;2;1;4;6;0,00;0,00;0,00
R1281;10-9-2015;17:33;0;0;0;0;0;0;0,00;0,00;0,00
R1285;10-9-2015;17:42;0;2;0;0;2;6;0,00;0,00;0,00
R1287;10-9-2015;17:46;0;8;4;1;4;7;0,67;0,67;0,67
R1289;10-9-2015;17:51;0;0;0;0;2;1;0,33;0,33;0,33
R1291;10-9-2015;17:56;0;0;0;0;0;0;0,00;0,00;0,00
R1293;10-9-2015;18:01;0;0;0;0;0;0;0,00;0,00;0,00
R1297;10-9-2015;18:24;0;3;0;0;0;4;0,00;0,00;0,00
R1299;10-9-2015;18:39;0;18;1;5;9;15;1,00;1,00;1,00
R1301;10-9-2015;18:50;0;8;2;1;1;1;0,33;0,33;0,33
R1303;10-9-2015;19:09;0;0;0;0;0;0;0,00;0,00;0,00
R1305;10-9-2015;19:24;0;14;12;0;1;5;0,33;0,33;0,33
R1307;10-9-2015;19:37;0;6;0;0;2;1;0,00;0,00;0,00
R1311;10-9-2015;20:07;0;30;1;0;0;15;0,00;0,00;0,00
R1313;10-9-2015;20:22;0;3;1;0;0;5;0,00;0,00;0,00
R1315;10-9-2015;20:37;0;6;2;2;0;5;0,00;0,00;0,00
