Trip;Date;Departure;CS Centrumzijde;Vaartscherijn;Stadion Galgenwaard;De Kromme Rijn;Padualaan;Heidelberglaan;UMC;WKZ;P+R Uithof
R1181;17-9-2015;13:51;0;6;1;0;6;9;1,33;1,33;1,33
R1183;17-9-2015;13:56;0;5;2;0;9;4;0,67;0,67;0,67
R1185;17-9-2015;14:01;0;10;2;0;18;26;1,00;1,00;1,00
R1187;17-9-2015;14:06;0;0;0;0;0;0;0,67;0,67;0,67
R1189;17-9-2015;14:10;0;4;0;5;5;16;2,00;2,00;2,00
R1191;17-9-2015;14:15;0;0;0;0;0;0;0,00;0,00;0,00
R1193;17-9-2015;14:20;0;0;0;0;3;5;1,00;1,00;1,00
R1195;17-9-2015;14:25;0;3;0;4;10;22;0,33;0,33;0,33
R1197;17-9-2015;14:29;0;0;0;0;2;2;0,67;0,67;0,67
R1199;17-9-2015;14:34;0;10;2;9;17;56;2,33;2,33;2,33
R1201;17-9-2015;14:39;0;6;0;4;10;11;0,33;0,33;0,33
R1203;17-9-2015;14:42;0;9;0;14;23;52;3,67;3,67;3,67
R1205;17-9-2015;14:48;0;1;0;4;11;8;2,33;2,33;2,33
R1207;17-9-2015;14:52;0;8;0;2;9;14;2,00;2,00;2,00
R1209;17-9-2015;14:57;0;1;0;0;3;2;0,33;0,33;0,33
R1211;17-9-2015;15:01;0;7;0;0;3;3;0,00;0,00;0,00
R1213;17-9-2015;15:06;0;5;3;1;1;6;0,67;0,67;0,67
R1215;17-9-2015;15:10;0;5;1;1;3;11;0,67;0,67;0,67
R1217;17-9-2015;15:14;0;8;3;4;4;4;0,67;0,67;0,67
R1219;17-9-2015;15:19;0;8;8;0;13;14;1,00;1,00;1,00
R1221;17-9-2015;15:23;0;3;4;0;3;1;0,33;0,33;0,33
R1223;17-9-2015;15:27;0;0;1;0;0;0;0,33;0,33;0,33
R1225;17-9-2015;15:32;0;11;11;0;9;8;0,67;0,67;0,67
R1227;17-9-2015;15:36;0;5;0;0;0;1;0,33;0,33;0,33
R1229;17-9-2015;15:40;0;3;1;2;6;1;0,67;0,67;0,67
R1231;17-9-2015;15:45;0;4;4;0;3;4;0,33;0,33;0,33
R1233;17-9-2015;15:49;0;4;1;0;4;3;28,67;28,67;28,67
R1235;17-9-2015;15:53;0;6;34;0;2;1;6,33;6,33;6,33
R1237;17-9-2015;15:58;0;10;88;2;23;10;3,33;3,33;3,33
R1239;17-9-2015;16:02;0;1;1;0;0;0;0,00;0,00;0,00
R1241;17-9-2015;16:06;0;0;0;0;0;0;0,33;0,33;0,33
R1243;17-9-2015;16:11;0;3;1;2;8;6;0,67;0,67;0,67
R1245;17-9-2015;16:15;0;0;0;0;0;0;0,00;0,00;0,00
R1247;17-9-2015;16:19;0;2;0;0;8;1;0,67;0,67;0,67
R1249;17-9-2015;16:24;0;4;2;0;5;15;0,33;0,33;0,33
R1251;17-9-2015;16:28;0;1;77;0;2;0;0,67;0,67;0,67
R1253;17-9-2015;16:32;0;12;4;5;10;21;2,33;2,33;2,33
R1255;17-9-2015;16:37;0;10;2;8;18;31;0,33;0,33;0,33
R1257;17-9-2015;16:41;0;2;0;0;1;0;1,33;1,33;1,33
R1259;17-9-2015;16:45;0;0;1;0;0;0;0,33;0,33;0,33
R1261;17-9-2015;16:50;0;1;0;0;0;0;0,00;0,00;0,00
R1263;17-9-2015;16:54;0;6;1;0;2;4;0,00;0,00;0,00
R1265;17-9-2015;16:58;0;3;0;0;1;1;0,33;0,33;0,33
R1267;17-9-2015;17:03;0;8;42;2;6;3;0,67;0,67;0,67
R1269;17-9-2015;17:07;0;0;0;0;0;5;0,67;0,67;0,67
R1271;17-9-2015;17:11;0;2;4;3;5;2;0,33;0,33;0,33
R1275;17-9-2015;17:20;0;5;0;1;3;3;0,00;0,00;0,00
R1279;17-9-2015;17:29;0;34;9;8;35;38;3,33;3,33;3,33
R1281;17-9-2015;17:33;0;0;0;0;0;0;0,00;0,00;0,00
R1283;17-9-2015;17:37;0;1;1;2;0;2;0,00;0,00;0,00
R1285;17-9-2015;17:42;0;1;0;1;1;0;0,00;0,00;0,00
R1287;17-9-2015;17:46;0;10;0;4;3;4;0,00;0,00;0,00
R1289;17-9-2015;17:51;0;0;0;2;1;0;0,00;0,00;0,00
R1291;17-9-2015;17:56;0;26;4;9;18;14;0,67;0,67;0,67
R1293;17-9-2015;18:01;0;0;0;0;0;0;0,00;0,00;0,00
R1295;17-9-2015;18:10;0;1;0;10;2;9;0,00;0,00;0,00
R1297;17-9-2015;18:24;0;3;1;10;8;10;0,67;0,67;0,67
R1299;17-9-2015;18:39;0;1;0;4;1;1;0,00;0,00;0,00
R1301;17-9-2015;18:50;0;9;2;0;5;8;1,00;1,00;1,00
R1303;17-9-2015;19:09;0;22;3;4;2;9;0,33;0,33;0,33
R1305;17-9-2015;19:24;0;17;4;3;0;7;0,67;0,67;0,67
R1307;17-9-2015;19:37;0;10;1;2;3;1;0,67;0,67;0,67
R1309;17-9-2015;19:52;0;8;2;1;0;3;0,00;0,00;0,00
R1311;17-9-2015;20:07;0;12;8;1;1;8;0,00;0,00;0,00
R1313;17-9-2015;20:22;0;4;0;6;0;0;0,00;0,00;0,00
R1315;17-9-2015;20:37;0;10;1;0;0;6;0,33;0,33;0,33
R1317;17-9-2015;20:52;0;8;3;1;0;1;0,00;0,00;0,00
R1319;17-9-2015;21:07;0;14;0;0;0;0;0,00;0,00;0,00
R1001;18-9-2015;6:10;0;1;0;0;0;0;1,00;1,00;1,00
R1003;18-9-2015;6:30;0;3;4;0;2;12;6,67;6,67;6,67
R1005;18-9-2015;6:42;0;7;10;1;3;6;3,00;3,00;3,00
R1007;18-9-2015;6:55;0;9;5;0;4;7;3,33;3,33;3,33
R1009;18-9-2015;7:05;0;5;4;1;2;6;4,00;4,00;4,00
R1011;18-9-2015;7:14;0;4;5;2;5;10;4,33;4,33;4,33
R1013;18-9-2015;7:21;0;13;9;2;8;44;8,67;8,67;8,67
R1015;18-9-2015;7:26;0;0;0;0;0;0;0,00;0,00;0,00
R1017;18-9-2015;7:31;0;1;0;0;0;0;0,00;0,00;0,00
R1019;18-9-2015;7:36;0;4;4;0;10;16;3,33;3,33;3,33
R1021;18-9-2015;7:40;0;13;5;2;37;22;8,33;8,33;8,33
R1023;18-9-2015;7:44;0;11;7;1;24;26;4,67;4,67;4,67
R1025;18-9-2015;7:48;0;0;0;0;0;0;0,00;0,00;0,00
R1027;18-9-2015;7:52;0;9;6;4;14;6;2,67;2,67;2,67
R1029;18-9-2015;7:57;0;16;8;2;40;15;3,67;3,67;3,67
R1031;18-9-2015;8:01;0;51;5;3;63;40;5,33;5,33;5,33
R1033;18-9-2015;8:05;0;34;4;8;42;69;2,00;2,00;2,00
R1035;18-9-2015;8:09;0;15;2;7;30;51;1,67;1,67;1,67
R1037;18-9-2015;8:14;0;74;10;8;69;49;27,00;27,00;27,00
R1039;18-9-2015;8:18;0;34;7;12;39;82;3,33;3,33;3,33
R1041;18-9-2015;8:22;0;26;5;18;60;79;9,00;9,00;9,00
R1043;18-9-2015;8:26;0;12;3;0;19;36;1,00;1,00;1,00
R1045;18-9-2015;8:30;0;0;0;0;0;2;0,67;0,67;0,67
R1047;18-9-2015;8:35;0;11;4;8;39;77;23,33;23,33;23,33
R1049;18-9-2015;8:39;0;21;9;12;54;78;2,00;2,00;2,00
R1051;18-9-2015;8:43;0;27;2;0;11;18;1,33;1,33;1,33
R1053;18-9-2015;8:47;0;14;4;6;28;24;1,00;1,00;1,00
R1055;18-9-2015;8:52;0;3;0;0;5;5;0,33;0,33;0,33
R1057;18-9-2015;8:56;0;38;9;3;61;52;2,00;2,00;2,00
R1059;18-9-2015;9:00;0;40;13;2;40;30;4,00;4,00;4,00
R1061;18-9-2015;9:05;0;0;1;0;0;0;0,00;0,00;0,00
R1063;18-9-2015;9:09;0;12;4;2;11;28;1,67;1,67;1,67
R1065;18-9-2015;9:14;0;18;5;3;30;29;0,67;0,67;0,67
R1067;18-9-2015;9:19;0;9;3;1;12;17;0,33;0,33;0,33
R1069;18-9-2015;9:24;0;10;0;1;4;3;2,33;2,33;2,33
R1071;18-9-2015;9:28;0;14;5;0;34;52;1,67;1,67;1,67
R1073;18-9-2015;9:33;0;18;1;2;30;41;4,33;4,33;4,33
R1075;18-9-2015;9:38;0;33;4;2;42;30;3,33;3,33;3,33
R1077;18-9-2015;9:43;0;0;0;1;1;0;0,33;0,33;0,33
R1079;18-9-2015;9:48;0;0;0;0;0;0;0,00;0,00;0,00
R1081;18-9-2015;9:52;0;26;0;6;44;43;2,33;2,33;2,33
R1083;18-9-2015;9:57;0;24;2;1;31;8;2,67;2,67;2,67
R1085;18-9-2015;10:02;0;33;2;8;60;37;1,00;1,00;1,00
R1087;18-9-2015;10:07;0;0;0;0;2;4;0,00;0,00;0,00
R1089;18-9-2015;10:11;0;11;2;13;31;56;2,00;2,00;2,00
R1091;18-9-2015;10:16;0;10;8;10;74;40;2,00;2,00;2,00
R1093;18-9-2015;10:21;0;18;4;7;53;43;3,33;3,33;3,33
R1095;18-9-2015;10:26;0;4;1;19;32;69;1,67;1,67;1,67
R1097;18-9-2015;10:31;0;1;1;3;0;0;4,00;4,00;4,00
R1099;18-9-2015;10:35;0;18;0;6;17;19;0,67;0,67;0,67
R1101;18-9-2015;10:40;0;16;4;7;27;59;1,00;1,00;1,00
R1103;18-9-2015;10:45;0;3;1;1;15;23;2,33;2,33;2,33
R1105;18-9-2015;10:50;0;0;0;2;21;56;1,00;1,00;1,00
R1107;18-9-2015;10:54;0;12;0;3;11;14;1,67;1,67;1,67
R1109;18-9-2015;10:59;0;1;1;0;6;12;1,67;1,67;1,67
R1111;18-9-2015;11:04;0;20;3;3;18;29;1,00;1,00;1,00
R1113;18-9-2015;11:09;0;8;1;3;20;22;1,67;1,67;1,67
R1115;18-9-2015;11:14;0;0;0;0;0;0;0,00;0,00;0,00
R1117;18-9-2015;11:18;0;15;0;0;13;50;1,00;1,00;1,00
R1119;18-9-2015;11:23;0;3;2;0;4;20;0,33;0,33;0,33
R1121;18-9-2015;11:28;0;10;2;5;23;82;2,33;2,33;2,33
R1123;18-9-2015;11:33;0;0;0;0;0;1;0,33;0,33;0,33
R1125;18-9-2015;11:37;0;8;0;0;9;14;0,33;0,33;0,33
R1127;18-9-2015;11:42;0;11;3;2;32;39;1,00;1,00;1,00
R1129;18-9-2015;11:47;0;6;1;0;6;9;0,67;0,67;0,67
R1131;18-9-2015;11:52;0;21;1;0;22;26;2,00;2,00;2,00
R1133;18-9-2015;11:57;0;0;0;0;0;0;0,00;0,00;0,00
R1135;18-9-2015;12:01;0;0;0;0;0;0;0,00;0,00;0,00
R1137;18-9-2015;12:06;0;9;2;1;8;8;0,67;0,67;0,67
R1139;18-9-2015;12:11;0;13;1;0;20;25;1,33;1,33;1,33
R1141;18-9-2015;12:16;0;0;0;0;3;0;0,00;0,00;0,00
R1143;18-9-2015;12:20;0;3;1;3;20;15;1,67;1,67;1,67
R1145;18-9-2015;12:25;0;8;2;8;41;44;1,33;1,33;1,33
R1147;18-9-2015;12:30;0;22;4;12;26;44;1,33;1,33;1,33
R1149;18-9-2015;12:35;0;10;9;9;56;65;2,00;2,00;2,00
R1151;18-9-2015;12:40;0;0;0;0;0;0;0,00;0,00;0,00
R1153;18-9-2015;12:44;0;10;8;3;23;17;2,33;2,33;2,33
R1155;18-9-2015;12:49;0;5;3;6;20;32;0,33;0,33;0,33
R1157;18-9-2015;12:54;0;16;13;6;39;34;3,33;3,33;3,33
R1159;18-9-2015;12:59;0;2;0;2;0;2;0,33;0,33;0,33
R1161;18-9-2015;13:03;0;0;0;0;0;2;1,33;1,33;1,33
R1163;18-9-2015;13:08;0;8;9;1;28;10;0,33;0,33;0,33
R1165;18-9-2015;13:13;0;21;6;0;27;10;2,67;2,67;2,67
R1167;18-9-2015;13:18;0;1;0;1;7;11;1,00;1,00;1,00
R1169;18-9-2015;13:23;0;0;0;0;0;0;0,00;0,00;0,00
R1171;18-9-2015;13:27;0;1;0;0;0;0;0,00;0,00;0,00
R1173;18-9-2015;13:32;0;7;0;0;16;8;0,33;0,33;0,33
R1175;18-9-2015;13:37;0;12;4;2;45;33;2,33;2,33;2,33
R1177;18-9-2015;13:42;0;0;0;0;0;1;0,00;0,00;0,00
R1179;18-9-2015;13:46;0;0;0;0;2;0;0,67;0,67;0,67
R1181;18-9-2015;13:51;0;8;3;0;12;8;0,33;0,33;0,33
R1185;18-9-2015;14:01;0;0;0;0;1;1;2,00;2,00;2,00
R1187;18-9-2015;14:06;0;0;0;0;0;2;0,33;0,33;0,33
R1189;18-9-2015;14:10;0;4;2;5;3;4;0,67;0,67;0,67
R1191;18-9-2015;14:15;0;4;0;3;2;5;1,67;1,67;1,67
R1193;18-9-2015;14:20;0;7;5;15;5;18;2,67;2,67;2,67
R1195;18-9-2015;14:25;0;0;0;1;0;3;0,33;0,33;0,33
R1197;18-9-2015;14:29;0;21;1;4;4;9;2,00;2,00;2,00
R1199;18-9-2015;14:34;0;1;1;8;1;10;1,33;1,33;1,33
R1201;18-9-2015;14:39;0;8;0;9;10;12;0,67;0,67;0,67
R1203;18-9-2015;14:42;0;3;0;2;3;4;0,00;0,00;0,00
R1205;18-9-2015;14:48;0;0;0;0;0;0;0,00;0,00;0,00
R1207;18-9-2015;14:52;0;2;3;0;2;1;0,00;0,00;0,00
R1209;18-9-2015;14:57;0;5;0;5;4;14;2,33;2,33;2,33
R1211;18-9-2015;15:01;0;15;2;1;10;4;2,33;2,33;2,33
R1213;18-9-2015;15:06;0;0;1;0;2;0;0,33;0,33;0,33
R1215;18-9-2015;15:10;0;8;0;1;9;6;0,33;0,33;0,33
R1217;18-9-2015;15:14;0;2;0;1;2;1;1,33;1,33;1,33
R1219;18-9-2015;15:19;0;5;1;0;6;4;1,33;1,33;1,33
R1221;18-9-2015;15:23;0;4;0;0;2;2;0,00;0,00;0,00
R1223;18-9-2015;15:27;0;0;0;0;0;0;0,00;0,00;0,00
R1225;18-9-2015;15:32;0;3;0;0;2;5;0,67;0,67;0,67
R1227;18-9-2015;15:36;0;20;3;0;3;5;0,33;0,33;0,33
R1229;18-9-2015;15:40;0;10;1;0;2;5;0,33;0,33;0,33
R1231;18-9-2015;15:45;0;0;0;0;0;1;0,00;0,00;0,00
R1233;18-9-2015;15:49;0;12;2;0;2;6;1,33;1,33;1,33
R1235;18-9-2015;15:53;0;10;2;0;1;8;1,67;1,67;1,67
R1237;18-9-2015;15:58;0;3;1;0;3;5;0,00;0,00;0,00
R1239;18-9-2015;16:02;0;9;2;0;1;3;0,00;0,00;0,00
R1241;18-9-2015;16:06;0;0;0;0;0;0;0,00;0,00;0,00
R1243;18-9-2015;16:11;0;1;1;0;0;1;0,00;0,00;0,00
R1245;18-9-2015;16:15;0;4;1;0;0;0;1,33;1,33;1,33
R1247;18-9-2015;16:19;0;5;0;0;0;4;0,67;0,67;0,67
R1249;18-9-2015;16:24;0;6;0;2;2;4;0,67;0,67;0,67
R1251;18-9-2015;16:28;0;15;0;7;3;3;0,00;0,00;0,00
R1253;18-9-2015;16:32;0;8;1;0;4;8;2,00;2,00;2,00
R1255;18-9-2015;16:37;0;3;1;3;0;3;0,33;0,33;0,33
R1257;18-9-2015;16:41;0;0;2;0;1;1;0,33;0,33;0,33
R1259;18-9-2015;16:45;0;0;0;0;0;0;0,00;0,00;0,00
R1261;18-9-2015;16:50;0;7;0;1;1;3;0,33;0,33;0,33
R1263;18-9-2015;16:54;0;0;1;0;1;2;0,67;0,67;0,67
R1265;18-9-2015;16:58;0;5;1;0;7;2;0,33;0,33;0,33
R1267;18-9-2015;17:03;0;2;0;1;0;2;1,00;1,00;1,00
R1269;18-9-2015;17:07;0;14;2;1;2;4;0,00;0,00;0,00
R1271;18-9-2015;17:11;0;1;3;0;3;4;0,00;0,00;0,00
R1273;18-9-2015;17:16;0;0;0;0;0;2;0,00;0,00;0,00
R1275;18-9-2015;17:20;0;0;0;0;0;0;0,00;0,00;0,00
R1277;18-9-2015;17:24;0;0;0;0;0;0;0,00;0,00;0,00
R1279;18-9-2015;17:29;0;1;2;0;2;2;0,33;0,33;0,33
R1281;18-9-2015;17:33;0;4;3;2;1;3;0,00;0,00;0,00
R1283;18-9-2015;17:37;0;3;5;1;0;4;1,33;1,33;1,33
R1285;18-9-2015;17:42;0;5;0;0;3;3;1,00;1,00;1,00
R1289;18-9-2015;17:51;0;7;1;0;2;1;0,00;0,00;0,00
R1291;18-9-2015;17:56;0;9;1;1;2;7;0,67;0,67;0,67
R1293;18-9-2015;18:01;0;0;0;2;0;4;0,33;0,33;0,33
R1295;18-9-2015;18:10;0;14;3;5;1;8;0,67;0,67;0,67
R1297;18-9-2015;18:24;0;8;1;1;1;7;0,33;0,33;0,33
R1299;18-9-2015;18:39;0;14;3;4;0;15;0,67;0,67;0,67
R1301;18-9-2015;18:50;0;19;8;1;0;11;0,33;0,33;0,33
R1303;18-9-2015;19:09;0;5;6;0;0;5;0,00;0,00;0,00
R1305;18-9-2015;19:24;0;6;3;3;1;13;0,00;0,00;0,00
R1307;18-9-2015;19:37;0;0;0;0;0;0;0,00;0,00;0,00
R1309;18-9-2015;19:52;0;4;5;0;2;3;0,00;0,00;0,00
R1311;18-9-2015;20:07;0;3;0;1;0;6;0,00;0,00;0,00
R1313;18-9-2015;20:22;0;0;0;0;0;0;0,00;0,00;0,00
R1315;18-9-2015;20:37;0;8;2;1;0;1;0,00;0,00;0,00
R1317;18-9-2015;20:52;0;7;2;1;1;2;0,00;0,00;0,00
R1319;18-9-2015;21:07;0;0;0;0;0;0;0,00;0,00;0,00
R1001;21-9-2015;6:10;0;0;0;0;0;1;1,33;1,33;1,33
R1003;21-9-2015;6:30;0;3;12;1;1;9;7,67;7,67;7,67
R1005;21-9-2015;6:42;0;9;9;4;5;8;5,67;5,67;5,67
R1007;21-9-2015;6:55;0;13;47;10;8;25;10,00;10,00;10,00
R1009;21-9-2015;7:05;0;10;11;1;3;7;4,67;4,67;4,67
R1011;21-9-2015;7:14;0;5;17;9;5;21;8,33;8,33;8,33
R1013;21-9-2015;7:21;0;3;2;0;6;15;3,33;3,33;3,33
R1015;21-9-2015;7:26;0;10;12;5;10;15;6,33;6,33;6,33
R1017;21-9-2015;7:31;0;9;6;3;3;18;4,00;4,00;4,00
R1019;21-9-2015;7:36;0;3;2;0;5;6;2,33;2,33;2,33
R1021;21-9-2015;7:40;0;5;7;0;7;8;2,33;2,33;2,33
R1023;21-9-2015;7:44;0;7;6;1;12;27;4,33;4,33;4,33
R1025;21-9-2015;7:48;0;12;16;4;14;24;5,67;5,67;5,67
R1027;21-9-2015;7:52;0;13;13;3;24;22;2,67;2,67;2,67
R1029;21-9-2015;7:57;0;12;9;3;36;29;3,33;3,33;3,33
R1031;21-9-2015;8:01;0;32;7;3;20;29;6,67;6,67;6,67
R1033;21-9-2015;8:05;0;29;5;5;45;30;3,67;3,67;3,67
R1035;21-9-2015;8:09;0;31;17;3;60;51;5,67;5,67;5,67
R1037;21-9-2015;8:14;0;43;5;0;25;48;36,33;36,33;36,33
R1039;21-9-2015;8:18;0;25;5;4;61;86;19,67;19,67;19,67
R1041;21-9-2015;8:22;0;18;14;4;55;79;47,00;47,00;47,00
R1043;21-9-2015;8:26;0;36;11;12;70;159;50,00;50,00;50,00
R1045;21-9-2015;8:30;0;16;7;6;85;159;39,33;39,33;39,33
R1047;21-9-2015;8:35;0;19;3;2;76;75;30,67;30,67;30,67
R1049;21-9-2015;8:39;0;30;3;2;85;169;11,00;11,00;11,00
R1051;21-9-2015;8:43;0;32;15;4;33;42;3,00;3,00;3,00
R1053;21-9-2015;8:47;0;30;6;1;20;43;20,33;20,33;20,33
R1055;21-9-2015;8:52;0;53;17;5;72;86;7,67;7,67;7,67
R1057;21-9-2015;8:56;0;37;14;3;33;26;31,00;31,00;31,00
R1059;21-9-2015;9:00;0;40;9;9;39;21;1,67;1,67;1,67
R1061;21-9-2015;9:05;0;6;3;1;7;4;0,33;0,33;0,33
R1063;21-9-2015;9:09;0;22;13;3;28;27;3,33;3,33;3,33
R1065;21-9-2015;9:14;0;19;9;4;22;30;3,33;3,33;3,33
R1067;21-9-2015;9:19;0;11;3;5;26;43;2,00;2,00;2,00
R1069;21-9-2015;9:24;0;15;6;4;21;27;1,67;1,67;1,67
R1071;21-9-2015;9:28;0;19;6;3;41;39;3,33;3,33;3,33
R1073;21-9-2015;9:33;0;0;0;0;0;4;0,33;0,33;0,33
R1075;21-9-2015;9:38;0;19;5;0;20;32;0,67;0,67;0,67
R1077;21-9-2015;9:43;0;0;6;3;29;28;3,00;3,00;3,00
R1079;21-9-2015;9:48;0;25;1;5;30;35;1,00;1,00;1,00
R1081;21-9-2015;9:52;0;17;2;4;27;23;1,00;1,00;1,00
R1083;21-9-2015;9:57;0;33;2;2;43;32;1,33;1,33;1,33
R1085;21-9-2015;10:02;0;17;2;3;43;14;0,67;0,67;0,67
R1087;21-9-2015;10:07;0;18;2;5;39;28;0,67;0,67;0,67
R1089;21-9-2015;10:11;0;12;2;1;23;26;0,67;0,67;0,67
R1091;21-9-2015;10:16;0;14;2;8;113;114;2,67;2,67;2,67
R1093;21-9-2015;10:21;0;8;4;17;67;124;4,67;4,67;4,67
R1095;21-9-2015;10:26;0;10;5;5;39;61;2,00;2,00;2,00
R1097;21-9-2015;10:31;0;98;2;7;44;58;1,33;1,33;1,33
R1099;21-9-2015;10:35;0;13;6;8;63;99;1,67;1,67;1,67
R1101;21-9-2015;10:40;0;11;0;5;38;40;1,33;1,33;1,33
R1103;21-9-2015;10:45;0;13;1;2;23;29;0,33;0,33;0,33
R1105;21-9-2015;10:50;0;0;0;0;0;0;0,00;0,00;0,00
R1107;21-9-2015;10:54;0;60;0;0;0;0;0,00;0,00;0,00
R1109;21-9-2015;10:59;0;0;0;0;1;0;0,00;0,00;0,00
R1111;21-9-2015;11:04;0;18;1;1;23;9;0,67;0,67;0,67
R1113;21-9-2015;11:09;0;11;0;1;33;15;2,00;2,00;2,00
R1115;21-9-2015;11:14;0;13;1;1;23;15;0,00;0,00;0,00
R1117;21-9-2015;11:18;0;11;0;1;7;13;0,67;0,67;0,67
R1119;21-9-2015;11:23;0;10;0;0;29;19;1,33;1,33;1,33
R1121;21-9-2015;11:28;0;20;1;1;13;25;0,67;0,67;0,67
R1123;21-9-2015;11:33;0;19;3;1;28;32;1,00;1,00;1,00
R1125;21-9-2015;11:37;0;8;2;0;9;11;0,67;0,67;0,67
R1127;21-9-2015;11:42;0;16;0;2;21;41;1,00;1,00;1,00
R1129;21-9-2015;11:47;0;9;0;1;8;13;0,33;0,33;0,33
R1131;21-9-2015;11:52;0;6;0;2;5;3;1,00;1,00;1,00
R1133;21-9-2015;11:57;0;11;1;2;20;20;0,33;0,33;0,33
R1135;21-9-2015;12:01;0;12;3;4;20;19;1,00;1,00;1,00
R1137;21-9-2015;12:06;0;20;0;3;19;32;2,67;2,67;2,67
R1139;21-9-2015;12:11;0;20;1;3;20;25;0,67;0,67;0,67
R1141;21-9-2015;12:16;0;13;0;3;25;33;1,67;1,67;1,67
R1143;21-9-2015;12:20;0;7;2;5;13;32;0,67;0,67;0,67
R1145;21-9-2015;12:25;0;10;2;8;19;47;2,33;2,33;2,33
R1147;21-9-2015;12:30;0;7;1;9;26;51;2,67;2,67;2,67
R1149;21-9-2015;12:35;0;8;3;17;24;47;3,00;3,00;3,00
R1151;21-9-2015;12:40;0;15;4;10;42;46;3,00;3,00;3,00
R1153;21-9-2015;12:44;0;12;0;13;37;57;1,00;1,00;1,00
R1155;21-9-2015;12:49;0;9;2;12;55;59;2,33;2,33;2,33
R1157;21-9-2015;12:54;0;4;3;11;39;22;0,00;0,00;0,00
R1159;21-9-2015;12:59;0;11;0;3;45;41;1,33;1,33;1,33
R1161;21-9-2015;13:03;0;5;1;4;17;22;0,33;0,33;0,33
R1163;21-9-2015;13:08;0;11;2;2;29;26;0,67;0,67;0,67
R1165;21-9-2015;13:13;0;9;2;1;15;11;1,00;1,00;1,00
R1167;21-9-2015;13:18;0;9;9;4;4;22;0,33;0,33;0,33
R1169;21-9-2015;13:23;0;5;3;0;14;23;0,67;0,67;0,67
R1171;21-9-2015;13:27;0;10;1;0;5;9;0,67;0,67;0,67
R1173;21-9-2015;13:32;0;9;0;2;22;30;2,33;2,33;2,33
R1175;21-9-2015;13:37;0;6;3;1;9;14;2,00;2,00;2,00
R1177;21-9-2015;13:42;0;5;0;1;12;12;3,00;3,00;3,00
R1179;21-9-2015;13:46;0;3;0;0;6;10;0,00;0,00;0,00
R1181;21-9-2015;13:51;0;8;2;2;7;7;0,67;0,67;0,67
R1183;21-9-2015;13:56;0;6;1;1;9;12;0,33;0,33;0,33
R1185;21-9-2015;14:01;0;0;0;0;5;0;0,00;0,00;0,00
R1187;21-9-2015;14:06;0;8;2;1;4;11;0,00;0,00;0,00
R1189;21-9-2015;14:10;0;2;1;3;13;17;1,00;1,00;1,00
R1191;21-9-2015;14:15;0;7;1;1;10;28;1,33;1,33;1,33
R1193;21-9-2015;14:20;0;0;1;1;7;21;1,00;1,00;1,00
R1195;21-9-2015;14:25;0;3;1;4;11;36;1,33;1,33;1,33
R1197;21-9-2015;14:29;0;3;3;4;2;42;0,00;0,00;0,00
R1199;21-9-2015;14:34;0;3;1;6;7;41;0,67;0,67;0,67
R1201;21-9-2015;14:39;0;6;0;7;16;35;0,67;0,67;0,67
R1203;21-9-2015;14:42;0;8;3;3;12;43;1,00;1,00;1,00
R1205;21-9-2015;14:48;0;6;2;6;11;23;0,00;0,00;0,00
R1207;21-9-2015;14:52;0;14;0;3;16;31;1,00;1,00;1,00
R1209;21-9-2015;14:57;0;9;2;2;18;19;2,00;2,00;2,00
R1211;21-9-2015;15:01;0;3;5;1;1;11;0,33;0,33;0,33
R1213;21-9-2015;15:06;0;7;2;1;10;6;2,00;2,00;2,00
R1215;21-9-2015;15:10;0;4;7;1;5;4;0,67;0,67;0,67
R1217;21-9-2015;15:14;0;2;0;0;7;8;0,67;0,67;0,67
R1219;21-9-2015;15:19;0;5;3;0;4;6;1,33;1,33;1,33
R1221;21-9-2015;15:23;0;0;0;0;0;0;0,00;0,00;0,00
R1223;21-9-2015;15:27;0;2;1;1;4;14;0,67;0,67;0,67
R1225;21-9-2015;15:32;0;5;1;0;4;5;0,67;0,67;0,67
R1227;21-9-2015;15:36;0;3;2;0;2;5;1,33;1,33;1,33
R1229;21-9-2015;15:40;0;3;1;0;2;4;0,33;0,33;0,33
R1231;21-9-2015;15:45;0;5;0;2;10;6;0,67;0,67;0,67
R1233;21-9-2015;15:49;0;5;0;0;2;1;1,00;1,00;1,00
R1235;21-9-2015;15:53;0;0;0;0;2;6;0,00;0,00;0,00
R1237;21-9-2015;15:58;0;4;2;2;3;10;0,67;0,67;0,67
R1239;21-9-2015;16:02;0;2;0;0;0;4;0,33;0,33;0,33
R1241;21-9-2015;16:06;0;0;0;0;0;0;0,00;0,00;0,00
R1243;21-9-2015;16:11;0;7;1;0;8;12;1,00;1,00;1,00
R1245;21-9-2015;16:15;0;8;0;0;0;6;0,67;0,67;0,67
R1247;21-9-2015;16:19;0;1;3;0;2;4;0,67;0,67;0,67
R1249;21-9-2015;16:24;0;1;1;0;8;11;1,33;1,33;1,33
R1251;21-9-2015;16:28;0;12;2;5;18;7;0,00;0,00;0,00
R1253;21-9-2015;16:32;0;10;0;0;10;7;0,33;0,33;0,33
R1255;21-9-2015;16:37;0;2;1;6;10;11;1,33;1,33;1,33
R1257;21-9-2015;16:41;0;4;1;0;12;5;0,00;0,00;0,00
R1259;21-9-2015;16:45;0;4;0;2;12;5;0,67;0,67;0,67
