Trip;Date;Departure;CS Centrumzijde;Bleekstraat;Sterrenwijk;Rubenslaan;Stadion Galgenwaard;De Kromme Rijn;Padualaan;Heidelberglaan;AZU
R1171;9-9-2015;13:27;15;0;0;0;0;0;0;0;0
R1173;9-9-2015;13:32;47;2;2;0;0;0;0;0;0
R1175;9-9-2015;13:37;18;0;1;1;3;0;0;0;0
R1177;9-9-2015;13:42;51;1;2;0;0;0;1;0;0
R1179;9-9-2015;13:46;28;1;0;0;0;1;0;0;0
R1181;9-9-2015;13:51;38;1;0;0;0;0;1;0;0
R1183;9-9-2015;13:56;45;1;1;2;0;0;1;0;0
R1185;9-9-2015;14:01;0;0;0;2;0;0;0;0;0
R1187;9-9-2015;14:06;46;3;0;0;3;0;0;0;0
R1189;9-9-2015;14:10;3;1;0;0;0;0;0;0;0
R1191;9-9-2015;14:15;36;0;0;1;0;0;0;0;0
R1193;9-9-2015;14:20;35;0;0;0;0;0;0;0;0
R1195;9-9-2015;14:25;45;0;0;2;0;0;0;0;0
R1197;9-9-2015;14:29;5;0;0;0;0;0;0;0;0
R1199;9-9-2015;14:34;31;1;0;1;2;0;0;0;0
R1201;9-9-2015;14:39;98;4;2;0;0;0;0;0;0
R1203;9-9-2015;14:42;1;0;1;0;0;0;0;0;0
R1205;9-9-2015;14:48;0;2;3;2;2;0;6;0;0
R1207;9-9-2015;14:52;59;1;0;0;0;0;0;0;0
R1209;9-9-2015;14:57;14;3;0;2;0;1;0;0;0
R1211;9-9-2015;15:01;0;0;0;2;0;0;0;0;0
R1213;9-9-2015;15:06;20;1;0;0;0;1;0;0;0
R1215;9-9-2015;15:10;15;2;2;2;1;1;1;0;0
R1217;9-9-2015;15:14;11;1;0;0;0;0;0;0;0
R1219;9-9-2015;15:19;36;2;0;1;0;0;0;0;0
R1221;9-9-2015;15:23;9;2;0;0;0;0;0;0;0
R1223;9-9-2015;15:27;23;1;0;1;0;0;0;0;0
R1225;9-9-2015;15:32;27;1;0;2;0;0;0;0;0
R1227;9-9-2015;15:36;13;4;0;2;1;0;0;0;0
R1229;9-9-2015;15:40;2;0;0;0;0;0;0;0;0
R1231;9-9-2015;15:45;10;5;0;1;9;0;0;0;0
R1233;9-9-2015;15:49;12;0;0;2;0;0;0;0;0
R1235;9-9-2015;15:53;5;0;0;0;0;1;1;0;0
R1237;9-9-2015;15:58;20;6;0;0;0;0;0;0;0
R1239;9-9-2015;16:02;1;0;0;0;0;0;0;0;0
R1241;9-9-2015;16:06;10;0;1;0;0;1;0;0;0
R1243;9-9-2015;16:11;19;0;0;0;1;1;0;0;0
R1245;9-9-2015;16:15;16;0;0;1;0;4;0;0;0
R1247;9-9-2015;16:19;0;0;0;0;0;0;0;0;0
R1249;9-9-2015;16:24;11;0;0;0;0;0;0;0;0
R1251;9-9-2015;16:28;30;0;0;0;1;0;0;0;0
R1253;9-9-2015;16:32;22;3;0;1;3;0;1;0;0
R1255;9-9-2015;16:37;16;3;0;0;0;0;0;0;0
R1257;9-9-2015;16:41;0;0;0;0;2;3;0;0;0
R1259;9-9-2015;16:45;4;0;0;2;2;0;0;0;0
R1261;9-9-2015;16:50;0;0;0;0;0;0;0;0;0
R1263;9-9-2015;16:54;41;0;0;0;0;0;0;0;0
R1265;9-9-2015;16:58;0;4;1;0;3;1;0;0;0
R1267;9-9-2015;17:03;5;0;0;0;0;3;0;0;0
R1269;9-9-2015;17:07;23;1;0;1;1;1;1;0;0
R1271;9-9-2015;17:11;2;1;0;0;0;0;0;0;0
R1273;9-9-2015;17:16;28;1;0;0;0;0;0;0;0
R1275;9-9-2015;17:20;0;0;0;1;0;0;0;0;0
R1277;9-9-2015;17:24;0;0;0;0;0;0;0;0;0
R1279;9-9-2015;17:29;0;0;0;1;0;0;0;0;0
R1281;9-9-2015;17:33;29;0;0;0;0;0;0;0;0
R1283;9-9-2015;17:37;23;0;0;0;1;1;0;0;0
R1285;9-9-2015;17:42;5;0;0;0;0;0;0;0;0
R1287;9-9-2015;17:46;19;0;0;2;4;0;0;0;0
R1289;9-9-2015;17:51;4;1;0;0;0;0;0;0;0
R1291;9-9-2015;17:56;5;0;0;0;1;0;0;0;0
R1293;9-9-2015;18:01;0;0;0;1;0;0;0;0;0
R1295;9-9-2015;18:10;9;0;0;0;0;0;0;0;0
R1297;9-9-2015;18:24;34;0;0;2;0;0;0;0;0
R1299;9-9-2015;18:39;58;1;0;1;0;0;0;0;0
R1301;9-9-2015;18:50;8;1;0;0;0;0;0;0;0
R1303;9-9-2015;19:09;35;0;1;2;0;0;0;0;0
R1305;9-9-2015;19:24;12;0;0;0;0;0;0;0;0
R1307;9-9-2015;19:37;13;0;0;0;2;0;0;0;0
R1309;9-9-2015;19:52;11;0;0;1;0;0;0;0;0
R1311;9-9-2015;20:07;16;1;0;0;0;0;0;0;0
R1313;9-9-2015;20:22;10;0;0;0;0;0;0;0;0
R1315;9-9-2015;20:37;9;0;1;0;0;0;0;0;0
R1317;9-9-2015;20:52;3;0;0;0;0;0;0;0;0
R1319;9-9-2015;21:07;11;0;0;0;0;0;0;0;0
R1001;10-9-2015;6:10;4;0;0;0;0;2;0;0;0
R1003;10-9-2015;6:30;41;0;2;0;1;0;0;0;0
R1005;10-9-2015;6:42;38;1;0;1;0;0;0;0;0
R1007;10-9-2015;6:55;41;0;0;1;1;0;0;0;0
R1009;10-9-2015;7:05;28;3;0;2;0;1;0;0;0
R1011;10-9-2015;7:14;74;0;0;0;2;1;0;0;0
R1013;10-9-2015;7:21;0;1;0;1;1;0;0;0;0
R1015;10-9-2015;7:26;0;0;0;0;0;0;0;0;0
R1017;10-9-2015;7:31;100;3;1;3;0;0;0;0;0
R1019;10-9-2015;7:36;46;1;0;1;0;0;0;0;0
R1021;10-9-2015;7:40;87;3;1;2;2;0;1;0;0
R1023;10-9-2015;7:44;95;1;0;3;2;2;0;0;0
R1025;10-9-2015;7:48;26;0;0;0;0;0;0;0;0
R1027;10-9-2015;7:52;99;3;0;2;0;1;0;0;0
R1031;10-9-2015;8:01;202;2;4;8;5;0;0;0;0
R1033;10-9-2015;8:05;186;0;3;1;5;2;0;0;0
R1035;10-9-2015;8:09;201;5;2;0;1;0;0;0;0
R1037;10-9-2015;8:14;144;1;2;2;0;0;1;0;0
R1039;10-9-2015;8:18;233;3;0;2;6;0;0;0;0
R1041;10-9-2015;8:22;277;2;0;0;0;0;0;0;0
R1043;10-9-2015;8:26;137;2;4;0;4;1;1;0;0
R1045;10-9-2015;8:30;284;6;1;1;1;0;0;0;0
R1047;10-9-2015;8:35;262;6;0;0;3;0;0;0;0
R1049;10-9-2015;8:39;235;4;1;0;0;0;2;0;0
R1051;10-9-2015;8:43;327;3;3;1;1;1;1;0;0
R1053;10-9-2015;8:47;184;0;0;3;5;1;1;0;0
R1055;10-9-2015;8:52;131;5;0;7;3;0;0;2;0
R1057;10-9-2015;8:56;61;1;3;5;1;0;1;0;0
R1059;10-9-2015;9:00;151;0;0;1;4;0;0;0;0
R1061;10-9-2015;9:05;62;0;0;0;0;0;0;0;0
R1063;10-9-2015;9:09;148;0;0;0;2;0;0;0;0
R1065;10-9-2015;9:14;252;5;2;0;3;0;0;0;0
R1067;10-9-2015;9:19;0;1;2;0;2;0;0;0;0
R1069;10-9-2015;9:24;96;3;1;0;2;1;0;0;0
R1071;10-9-2015;9:28;135;0;0;2;0;0;0;0;0
R1073;10-9-2015;9:33;73;0;0;4;1;0;0;1;0
R1077;10-9-2015;9:43;45;1;1;4;0;0;0;0;0
R1079;10-9-2015;9:48;113;3;1;1;0;1;1;0;0
R1081;10-9-2015;9:52;35;0;1;0;0;0;0;0;0
R1083;10-9-2015;9:57;37;2;0;0;1;2;0;0;0
R1085;10-9-2015;10:02;107;2;0;5;0;0;0;0;0
R1087;10-9-2015;10:07;178;5;0;0;0;0;0;0;0
R1089;10-9-2015;10:11;146;1;0;2;0;1;0;0;0
R1091;10-9-2015;10:16;2;0;1;0;0;0;0;0;0
R1093;10-9-2015;10:21;71;0;0;0;0;0;0;0;0
R1097;10-9-2015;10:31;267;2;2;0;15;3;0;1;0
R1099;10-9-2015;10:35;209;5;1;4;5;0;0;0;0
R1103;10-9-2015;10:45;0;4;5;3;0;1;0;0;0
R1105;10-9-2015;10:50;68;0;0;0;0;0;0;0;0
R1107;10-9-2015;10:54;150;1;2;0;3;2;0;0;0
R1109;10-9-2015;10:59;47;1;0;1;0;1;0;0;0
R1111;10-9-2015;11:04;33;0;1;0;2;3;1;1;0
R1113;10-9-2015;11:09;66;0;0;0;1;0;0;0;0
R1115;10-9-2015;11:14;0;0;0;0;3;0;0;0;0
R1117;10-9-2015;11:18;180;9;0;0;4;1;0;0;0
R1119;10-9-2015;11:23;2;0;0;0;0;1;0;0;0
R1121;10-9-2015;11:28;0;0;1;2;0;0;0;0;0
R1123;10-9-2015;11:33;60;1;0;1;3;0;0;0;0
R1125;10-9-2015;11:37;13;0;0;0;0;0;0;0;0
R1127;10-9-2015;11:42;58;1;0;0;1;0;0;0;0
R1129;10-9-2015;11:47;29;0;0;0;0;0;0;0;0
R1131;10-9-2015;11:52;76;3;0;1;3;0;0;0;0
R1133;10-9-2015;11:57;0;0;0;0;0;0;0;0;0
R1135;10-9-2015;12:01;113;3;0;0;1;0;0;0;0
R1137;10-9-2015;12:06;0;0;1;0;1;1;0;0;0
R1139;10-9-2015;12:11;0;1;0;0;0;0;0;0;0
R1141;10-9-2015;12:16;192;4;0;0;1;1;0;0;0
R1143;10-9-2015;12:20;54;0;1;0;8;0;0;0;0
R1145;10-9-2015;12:25;111;5;0;0;0;0;0;0;0
R1147;10-9-2015;12:30;86;1;2;2;1;0;0;0;0
R1149;10-9-2015;12:35;104;3;3;0;4;0;0;0;0
R1151;10-9-2015;12:40;3;0;0;0;0;0;0;0;0
R1153;10-9-2015;12:44;214;4;1;3;0;2;0;0;0
R1155;10-9-2015;12:49;3;1;0;0;0;0;0;0;0
R1157;10-9-2015;12:54;1;1;0;2;3;12;0;0;0
R1159;10-9-2015;12:59;134;2;0;0;0;0;1;0;0
R1161;10-9-2015;13:03;27;0;3;3;2;7;0;0;0
R1163;10-9-2015;13:08;5;0;0;1;1;0;0;0;0
R1165;10-9-2015;13:13;44;1;0;2;4;0;0;0;0
R1167;10-9-2015;13:18;50;3;0;0;0;1;1;0;0
R1169;10-9-2015;13:23;0;1;0;0;0;0;0;0;0
R1171;10-9-2015;13:27;62;1;2;0;0;0;0;0;0
R1173;10-9-2015;13:32;3;0;0;0;0;0;0;0;0
R1175;10-9-2015;13:37;3;0;0;0;0;0;0;0;0
R1177;10-9-2015;13:42;58;3;0;0;2;0;0;0;0
R1179;10-9-2015;13:46;24;1;0;2;0;0;1;0;0
R1181;10-9-2015;13:51;0;0;0;0;1;1;0;1;0
R1183;10-9-2015;13:56;26;3;0;0;0;0;0;0;0
R1185;10-9-2015;14:01;18;3;1;3;1;0;0;0;0
R1187;10-9-2015;14:06;0;4;0;1;3;0;0;0;0
R1189;10-9-2015;14:10;73;1;1;0;0;2;0;0;0
R1191;10-9-2015;14:15;1;0;0;0;0;0;0;0;0
R1193;10-9-2015;14:20;0;0;1;1;0;0;0;0;0
R1195;10-9-2015;14:25;102;5;0;0;2;0;0;0;0
R1197;10-9-2015;14:29;17;0;0;0;0;0;0;0;0
R1199;10-9-2015;14:34;1;2;0;0;4;0;0;0;0
R1201;10-9-2015;14:39;68;0;2;0;2;0;0;0;0
R1203;10-9-2015;14:42;35;2;0;2;3;0;0;0;0
R1205;10-9-2015;14:48;0;0;0;0;0;0;0;0;0
R1207;10-9-2015;14:52;59;5;0;0;4;0;1;0;0
R1209;10-9-2015;14:57;8;0;0;0;0;0;0;0;0
R1211;10-9-2015;15:01;3;0;1;0;1;3;0;1;0
R1213;10-9-2015;15:06;41;1;0;0;0;2;0;0;0
R1215;10-9-2015;15:10;9;0;0;0;0;0;0;0;0
R1217;10-9-2015;15:14;68;0;4;2;4;1;0;0;0
R1219;10-9-2015;15:19;36;0;1;1;1;0;0;0;0
R1221;10-9-2015;15:23;12;0;0;0;0;1;0;0;0
R1223;10-9-2015;15:27;0;0;0;0;0;0;0;0;0
R1225;10-9-2015;15:32;21;1;0;2;0;0;0;0;0
R1227;10-9-2015;15:36;0;1;0;0;0;0;0;0;0
R1229;10-9-2015;15:40;0;0;0;0;0;0;0;0;0
R1231;10-9-2015;15:45;40;3;1;0;1;0;0;0;0
R1233;10-9-2015;15:49;14;0;0;1;3;1;0;0;0
R1235;10-9-2015;15:53;12;0;1;1;1;1;4;1;0
R1237;10-9-2015;15:58;0;0;0;0;0;2;2;0;0
R1239;10-9-2015;16:02;4;8;1;1;1;0;0;0;0
R1241;10-9-2015;16:06;0;0;1;0;2;0;0;0;0
R1243;10-9-2015;16:11;14;0;0;0;1;1;0;0;0
R1245;10-9-2015;16:15;0;0;0;0;2;0;0;0;0
R1247;10-9-2015;16:19;0;0;1;0;0;0;0;0;0
R1249;10-9-2015;16:24;19;0;0;0;0;1;0;0;0
R1251;10-9-2015;16:28;35;5;1;2;0;3;0;0;0
R1253;10-9-2015;16:32;29;0;0;0;0;0;0;0;0
R1255;10-9-2015;16:37;3;0;0;0;2;0;0;0;0
R1257;10-9-2015;16:41;30;1;1;0;0;0;0;0;0
R1259;10-9-2015;16:45;0;1;1;1;6;0;5;0;0
R1261;10-9-2015;16:50;0;0;0;0;0;0;0;0;0
R1263;10-9-2015;16:54;0;0;0;0;0;0;0;0;0
R1265;10-9-2015;16:58;0;0;0;0;0;0;0;0;0
R1267;10-9-2015;17:03;58;3;0;1;2;0;1;0;0
R1269;10-9-2015;17:07;13;0;2;0;2;0;1;0;0
R1271;10-9-2015;17:11;11;0;0;0;0;0;0;0;0
R1273;10-9-2015;17:16;36;0;0;0;0;0;0;0;0
R1275;10-9-2015;17:20;50;3;0;1;0;1;0;0;0
R1277;10-9-2015;17:24;0;0;0;0;0;0;0;0;0
R1279;10-9-2015;17:29;23;0;0;0;0;0;0;0;0
R1281;10-9-2015;17:33;0;0;0;0;0;0;0;0;0
R1285;10-9-2015;17:42;9;0;1;0;0;0;0;0;0
R1287;10-9-2015;17:46;25;0;0;0;1;0;0;0;0
R1289;10-9-2015;17:51;0;0;0;0;3;1;0;0;0
R1291;10-9-2015;17:56;0;0;0;0;0;0;0;0;0
R1293;10-9-2015;18:01;0;0;0;0;0;0;0;0;0
R1297;10-9-2015;18:24;6;0;0;0;1;0;0;0;0
R1299;10-9-2015;18:39;41;4;2;0;3;1;0;0;0
R1301;10-9-2015;18:50;13;1;0;0;0;0;0;0;0
R1303;10-9-2015;19:09;0;0;0;0;0;0;0;0;0
R1305;10-9-2015;19:24;32;0;0;1;0;0;0;0;0
R1307;10-9-2015;19:37;9;0;0;0;0;0;0;0;0
R1311;10-9-2015;20:07;40;1;1;2;2;0;0;0;0
R1313;10-9-2015;20:22;7;0;0;2;0;0;0;0;0
R1315;10-9-2015;20:37;13;0;0;1;1;0;0;0;0
R1317;10-9-2015;20:52;12;0;0;0;0;0;0;0;0
R1319;10-9-2015;21:07;14;0;0;0;0;0;0;0;0
R1001;11-9-2015;6:10;3;0;0;0;0;1;0;0;0
R1003;11-9-2015;6:30;33;1;2;0;0;1;0;0;0
R1007;11-9-2015;6:55;52;4;0;3;1;1;0;0;0
R1009;11-9-2015;7:05;23;1;0;1;0;0;0;0;0
R1011;11-9-2015;7:14;35;0;0;0;1;0;0;0;0
R1013;11-9-2015;7:21;25;2;1;2;0;1;0;0;0
R1015;11-9-2015;7:26;37;1;0;0;0;0;0;0;0
R1017;11-9-2015;7:31;113;1;0;0;0;0;0;0;0
R1019;11-9-2015;7:36;149;5;0;1;1;0;0;0;0
R1021;11-9-2015;7:40;124;2;0;1;1;0;0;0;0
R1023;11-9-2015;7:44;3;0;0;0;0;0;0;0;0
R1025;11-9-2015;7:48;107;0;0;0;0;1;0;0;0
R1027;11-9-2015;7:52;0;0;0;0;0;1;0;0;0
R1029;11-9-2015;7:57;48;0;1;0;1;0;0;0;0
R1031;11-9-2015;8:01;94;1;4;0;0;2;0;0;0
R1033;11-9-2015;8:05;201;0;1;1;0;0;0;0;0
R1035;11-9-2015;8:09;209;0;0;2;2;1;0;0;0
R1037;11-9-2015;8:14;180;4;0;0;0;0;0;0;0
R1039;11-9-2015;8:18;222;3;0;2;5;0;0;0;0
R1041;11-9-2015;8:22;202;7;1;0;4;2;0;1;0
R1043;11-9-2015;8:26;232;3;5;1;2;0;0;0;0
R1045;11-9-2015;8:30;332;10;0;4;5;0;1;0;0
R1047;11-9-2015;8:35;225;2;0;3;2;0;1;0;0
R1049;11-9-2015;8:39;241;0;2;3;3;0;1;0;0
R1051;11-9-2015;8:43;155;3;0;4;0;0;1;0;0
R1053;11-9-2015;8:47;99;5;2;0;0;0;0;0;0
R1055;11-9-2015;8:52;166;0;0;3;1;0;0;0;0
R1057;11-9-2015;8:56;180;0;1;0;2;0;0;0;0
R1059;11-9-2015;9:00;3;0;0;0;0;0;0;0;0
R1061;11-9-2015;9:05;25;0;1;0;0;0;0;0;0
R1063;11-9-2015;9:09;40;0;2;0;0;0;0;0;0
R1065;11-9-2015;9:14;217;2;0;0;2;0;0;0;0
R1067;11-9-2015;9:19;177;2;0;5;0;0;0;0;0
R1069;11-9-2015;9:24;51;0;0;0;0;0;0;0;0
R1073;11-9-2015;9:33;32;1;0;0;0;0;0;0;0
R1077;11-9-2015;9:43;1;0;0;0;0;1;0;0;0
R1079;11-9-2015;9:48;100;6;1;1;1;0;0;0;0
R1081;11-9-2015;9:52;82;0;1;3;4;1;0;0;0
R1083;11-9-2015;9:57;1;1;1;2;0;0;0;0;0
R1085;11-9-2015;10:02;0;0;0;2;0;0;0;0;0
R1087;11-9-2015;10:07;133;1;0;0;0;0;0;0;0
R1089;11-9-2015;10:11;68;2;3;2;0;0;0;0;0
R1091;11-9-2015;10:16;51;1;0;1;0;0;0;0;0
R1093;11-9-2015;10:21;189;3;0;2;2;1;0;0;0
R1097;11-9-2015;10:31;252;8;5;1;11;1;3;0;0
R1099;11-9-2015;10:35;207;1;0;6;3;0;0;0;0
R1101;11-9-2015;10:40;94;4;8;6;0;2;0;0;0
R1103;11-9-2015;10:45;58;1;1;2;0;3;0;0;0
R1105;11-9-2015;10:50;64;2;0;1;1;0;0;0;0
R1107;11-9-2015;10:54;48;0;0;1;2;3;0;0;0
R1109;11-9-2015;10:59;34;0;0;0;1;2;0;0;0
R1111;11-9-2015;11:04;25;1;0;5;0;0;0;0;0
R1113;11-9-2015;11:09;4;0;0;0;3;0;0;0;0
R1115;11-9-2015;11:14;2;0;0;0;0;1;0;0;0
R1117;11-9-2015;11:18;0;0;0;4;0;0;0;0;0
R1119;11-9-2015;11:23;13;0;0;0;0;0;0;0;0
R1121;11-9-2015;11:28;25;3;1;0;1;0;0;0;0
R1123;11-9-2015;11:33;39;1;0;0;0;0;0;0;0
R1125;11-9-2015;11:37;50;1;0;0;1;0;0;0;0
R1127;11-9-2015;11:42;0;1;0;0;0;2;0;0;0
R1129;11-9-2015;11:47;29;0;2;1;0;0;0;0;0
R1131;11-9-2015;11:52;23;3;0;1;0;0;0;0;0
R1133;11-9-2015;11:57;0;0;0;0;4;0;0;0;0
R1135;11-9-2015;12:01;19;2;0;2;0;1;0;0;0
R1137;11-9-2015;12:06;106;0;1;10;5;2;0;0;0
R1139;11-9-2015;12:11;27;3;0;1;1;0;0;0;0
R1141;11-9-2015;12:16;13;0;0;2;0;0;0;0;0
R1143;11-9-2015;12:20;12;3;1;0;0;0;0;0;0
R1145;11-9-2015;12:25;33;0;0;1;0;0;0;0;0
R1147;11-9-2015;12:30;49;0;0;1;0;0;1;0;0
R1149;11-9-2015;12:35;67;4;0;0;0;0;0;0;0
R1151;11-9-2015;12:40;9;0;5;3;7;7;1;0;0
R1153;11-9-2015;12:44;0;1;1;3;11;3;4;0;0
R1155;11-9-2015;12:49;10;0;0;0;0;2;0;0;0
R1157;11-9-2015;12:54;25;2;0;2;3;6;0;0;0
R1159;11-9-2015;12:59;110;2;4;3;2;0;0;0;0
R1161;11-9-2015;13:03;45;0;4;1;0;0;1;0;0
R1163;11-9-2015;13:08;0;0;1;0;0;0;0;0;0
R1165;11-9-2015;13:13;34;0;1;3;0;0;0;0;0
R1167;11-9-2015;13:18;11;0;0;1;0;0;0;0;0
R1169;11-9-2015;13:23;17;0;0;0;0;0;0;0;0
R1171;11-9-2015;13:27;1;0;0;0;0;0;0;0;0
R1173;11-9-2015;13:32;14;0;0;2;0;0;0;0;0
R1175;11-9-2015;13:37;27;0;1;2;2;1;0;0;0
R1177;11-9-2015;13:42;12;0;0;1;3;0;0;1;0
R1179;11-9-2015;13:46;16;2;0;1;0;0;0;0;0
R1181;11-9-2015;13:51;48;0;0;0;2;0;0;0;0
R1183;11-9-2015;13:56;26;0;0;1;0;0;0;0;0
R1185;11-9-2015;14:01;1;3;1;0;0;0;0;0;0
R1187;11-9-2015;14:06;33;0;0;1;1;0;0;1;0
R1189;11-9-2015;14:10;0;0;2;0;1;1;1;0;0
R1191;11-9-2015;14:15;23;4;0;0;0;0;0;1;0
R1193;11-9-2015;14:20;23;0;0;0;2;0;0;0;0
R1195;11-9-2015;14:25;11;0;0;0;1;2;0;0;0
R1197;11-9-2015;14:29;56;0;0;2;1;0;0;0;0
R1199;11-9-2015;14:34;8;0;0;0;0;0;0;0;0
R1201;11-9-2015;14:39;22;2;0;2;1;0;0;0;0
R1203;11-9-2015;14:42;24;2;2;0;0;0;0;0;0
R1205;11-9-2015;14:48;6;3;0;0;2;2;0;0;0
R1207;11-9-2015;14:52;0;0;0;0;0;0;0;0;0
R1209;11-9-2015;14:57;8;2;0;1;3;0;0;1;0
R1211;11-9-2015;15:01;8;0;0;0;1;1;0;0;0
R1213;11-9-2015;15:06;42;2;1;1;4;0;0;0;0
R1215;11-9-2015;15:10;25;2;2;2;0;0;0;0;0
R1217;11-9-2015;15:14;0;1;0;0;0;0;0;0;0
R1219;11-9-2015;15:19;34;5;0;2;0;0;0;0;0
R1221;11-9-2015;15:23;8;0;0;0;0;0;0;0;0
R1223;11-9-2015;15:27;2;0;0;0;0;0;0;0;0
R1225;11-9-2015;15:32;0;1;1;0;0;0;0;0;0
R1227;11-9-2015;15:36;21;0;0;2;1;0;0;0;0
R1229;11-9-2015;15:40;4;0;0;1;0;0;0;0;0
R1231;11-9-2015;15:45;6;5;0;0;0;0;0;0;0
R1233;11-9-2015;15:49;74;1;1;2;0;0;0;0;0
R1235;11-9-2015;15:53;0;0;0;1;3;2;0;0;0
R1237;11-9-2015;15:58;18;1;0;0;0;0;0;0;0
R1239;11-9-2015;16:02;13;1;0;1;0;1;0;0;0
R1241;11-9-2015;16:06;1;0;1;1;1;0;0;0;0
R1243;11-9-2015;16:11;1;0;0;0;2;0;0;0;0
R1245;11-9-2015;16:15;18;0;0;0;0;0;0;0;0
R1247;11-9-2015;16:19;0;0;0;0;0;0;0;0;0
R1249;11-9-2015;16:24;7;0;0;1;0;0;1;0;0
R1251;11-9-2015;16:28;27;6;0;3;1;1;0;0;0
R1253;11-9-2015;16:32;8;0;0;0;1;0;0;0;0
R1255;11-9-2015;16:37;7;0;1;0;0;0;0;0;0
R1257;11-9-2015;16:41;6;1;1;0;1;0;0;0;0
R1259;11-9-2015;16:45;0;0;0;0;0;0;0;0;0
R1261;11-9-2015;16:50;0;0;0;1;0;0;0;0;0
R1263;11-9-2015;16:54;13;3;1;3;1;2;0;0;0
R1265;11-9-2015;16:58;0;0;0;0;0;0;0;0;0
R1269;11-9-2015;17:07;25;1;0;2;6;6;0;0;0
R1271;11-9-2015;17:11;8;0;1;0;1;0;0;0;0
R1273;11-9-2015;17:16;1;0;0;0;0;0;0;0;0
R1275;11-9-2015;17:20;12;0;1;0;2;0;0;0;0
R1277;11-9-2015;17:24;3;0;0;1;0;1;0;0;0
R1279;11-9-2015;17:29;0;0;0;0;0;0;0;0;0
R1281;11-9-2015;17:33;5;1;1;1;0;0;0;0;0
R1283;11-9-2015;17:37;3;0;0;0;0;0;0;0;0
R1285;11-9-2015;17:42;14;2;0;1;2;0;0;0;0
R1287;11-9-2015;17:46;16;0;0;0;3;0;0;0;0
R1291;11-9-2015;17:56;17;2;0;0;0;0;0;0;0
R1293;11-9-2015;18:01;10;0;0;1;0;0;0;0;0
R1297;11-9-2015;18:24;38;1;0;2;2;0;0;0;0
R1299;11-9-2015;18:39;23;0;0;1;2;0;0;0;0
R1301;11-9-2015;18:50;20;1;0;0;0;0;0;0;0
R1303;11-9-2015;19:09;31;0;0;0;0;0;0;0;0
R1305;11-9-2015;19:24;8;1;0;0;0;0;0;0;0
R1307;11-9-2015;19:37;15;2;0;0;0;0;0;0;0
R1309;11-9-2015;19:52;16;0;0;0;0;0;0;0;0
R1311;11-9-2015;20:07;8;0;0;0;0;0;0;0;0
R1313;11-9-2015;20:22;8;0;2;0;0;0;0;0;0
R1315;11-9-2015;20:37;7;0;1;0;1;0;0;0;0
R1317;11-9-2015;20:52;6;0;0;0;0;0;0;0;0
R1319;11-9-2015;21:07;13;0;1;0;0;0;1;0;0
R1001;14-9-2015;6:10;0;4;0;0;0;0;0;0;0
R1003;14-9-2015;6:30;43;1;2;0;0;1;0;0;0
R1005;14-9-2015;6:42;49;1;1;0;1;0;0;0;0
R1007;14-9-2015;6:55;48;0;0;0;0;0;0;0;0
R1009;14-9-2015;7:05;19;0;0;0;0;0;0;0;0
R1011;14-9-2015;7:14;76;4;0;1;0;1;0;0;0
R1013;14-9-2015;7:21;0;53;1;0;1;0;0;0;0
R1015;14-9-2015;7:26;77;2;0;2;6;0;0;0;0
R1017;14-9-2015;7:31;0;3;1;0;0;0;0;0;0
R1019;14-9-2015;7:36;76;1;0;0;0;0;0;0;0
R1021;14-9-2015;7:40;61;0;0;3;1;0;0;0;0
R1023;14-9-2015;7:44;29;1;0;0;0;0;0;0;0
R1025;14-9-2015;7:48;39;66;0;0;1;0;0;0;0
R1027;14-9-2015;7:52;143;1;1;3;2;0;0;1;0
R1029;14-9-2015;7:57;0;132;0;0;0;0;0;0;0
R1031;14-9-2015;8:01;219;5;0;5;5;1;0;0;0
R1033;14-9-2015;8:05;52;2;0;0;0;1;0;0;0
R1035;14-9-2015;8:09;141;113;1;2;3;2;0;0;0
R1037;14-9-2015;8:14;337;0;0;2;1;2;0;1;0
R1039;14-9-2015;8:18;208;4;4;3;3;0;0;0;0
R1041;14-9-2015;8:22;325;4;0;3;4;0;0;0;0
R1043;14-9-2015;8:26;288;104;7;4;6;2;0;0;0
R1045;14-9-2015;8:30;284;3;5;9;2;0;0;0;0
R1047;14-9-2015;8:35;496;6;7;7;4;1;0;0;0
R1049;14-9-2015;8:39;289;11;5;7;3;1;0;0;0
R1051;14-9-2015;8:43;258;0;0;0;3;1;0;1;0
R1053;14-9-2015;8:47;127;3;2;2;1;1;1;0;0
R1055;14-9-2015;8:52;125;0;5;4;3;0;0;0;0
R1057;14-9-2015;8:56;132;6;0;3;0;1;0;0;0
R1059;14-9-2015;9:00;105;2;0;3;1;0;0;0;0
R1061;14-9-2015;9:05;127;3;3;1;1;0;0;0;0
R1063;14-9-2015;9:09;164;0;1;0;0;0;0;0;0
R1065;14-9-2015;9:14;106;1;0;2;0;0;0;0;0
R1067;14-9-2015;9:19;135;3;1;1;1;0;0;0;0
R1069;14-9-2015;9:24;72;0;1;0;0;0;0;0;0
R1071;14-9-2015;9:28;92;4;2;1;2;0;0;0;0
R1073;14-9-2015;9:33;107;3;1;2;0;0;0;0;0
R1075;14-9-2015;9:38;89;5;2;2;2;1;0;0;0
R1077;14-9-2015;9:43;110;4;1;1;1;0;0;0;0
R1079;14-9-2015;9:48;117;3;0;1;0;0;0;0;0
