Trip;Date;Departure;CS Centrumzijde;Bleekstraat;Sterrenwijk;Rubenslaan;Stadion Galgenwaard;De Kromme Rijn;Padualaan;Heidelberglaan;AZU
R1087;24-9-2015;10:07;78;2;2;3;1;0;2;0;0
R1089;24-9-2015;10:11;0;0;0;1;0;0;0;0;0
R1091;24-9-2015;10:16;0;1;0;1;0;0;0;0;0
R1093;24-9-2015;10:21;201;5;1;2;1;1;0;0;0
R1095;24-9-2015;10:26;111;2;0;0;6;0;1;0;0
R1097;24-9-2015;10:31;242;4;0;1;1;2;0;0;0
R1099;24-9-2015;10:35;131;3;3;1;3;2;0;0;0
R1101;24-9-2015;10:40;50;4;0;1;3;0;0;0;0
R1103;24-9-2015;10:45;100;0;1;0;0;0;0;0;0
R1105;24-9-2015;10:50;64;1;3;0;0;0;1;0;0
R1107;24-9-2015;10:54;0;0;0;1;1;2;0;0;0
R1109;24-9-2015;10:59;0;0;1;0;0;0;1;0;0
R1111;24-9-2015;11:04;45;0;1;1;0;0;1;0;0
R1113;24-9-2015;11:09;26;0;0;0;3;0;0;0;0
R1115;24-9-2015;11:14;17;0;2;0;1;1;0;0;0
R1117;24-9-2015;11:18;39;0;0;0;0;0;0;0;0
R1119;24-9-2015;11:23;76;0;1;1;8;0;0;0;0
R1121;24-9-2015;11:28;96;42;0;3;1;0;0;0;0
R1123;24-9-2015;11:33;31;3;0;1;6;0;0;0;0
R1125;24-9-2015;11:37;0;0;0;0;1;1;0;0;0
R1127;24-9-2015;11:42;4;1;1;2;2;0;0;0;0
R1129;24-9-2015;11:47;34;1;1;1;0;1;0;0;0
R1131;24-9-2015;11:52;0;0;0;0;0;0;0;0;0
R1133;24-9-2015;11:57;58;2;0;1;0;1;0;0;0
R1135;24-9-2015;12:01;36;1;0;2;1;0;0;0;0
R1137;24-9-2015;12:06;91;2;1;3;3;0;1;0;0
R1139;24-9-2015;12:11;93;5;1;2;0;0;0;0;0
R1141;24-9-2015;12:16;94;2;0;0;0;0;0;0;0
R1143;24-9-2015;12:20;0;0;2;1;3;0;0;0;0
R1145;24-9-2015;12:25;0;0;1;4;0;0;0;0;0
R1147;24-9-2015;12:30;91;2;2;0;0;1;0;0;0
R1149;24-9-2015;12:35;64;2;1;0;0;3;0;0;0
R1151;24-9-2015;12:40;249;7;1;2;4;0;0;0;0
R1153;24-9-2015;12:44;91;5;0;1;1;0;0;0;0
R1155;24-9-2015;12:49;27;1;4;1;1;4;0;0;0
R1157;24-9-2015;12:54;110;3;2;7;0;0;0;0;0
R1159;24-9-2015;12:59;87;0;1;0;0;1;0;0;0
R1161;24-9-2015;13:03;7;0;2;3;1;5;0;0;0
R1163;24-9-2015;13:08;0;0;1;0;6;0;0;0;0
R1165;24-9-2015;13:13;48;0;0;0;0;3;1;0;0
R1167;24-9-2015;13:18;64;1;2;0;3;0;0;0;0
R1169;24-9-2015;13:23;14;1;0;0;0;0;0;0;0
R1171;24-9-2015;13:27;32;0;1;1;0;0;0;0;0
R1173;24-9-2015;13:32;88;0;0;0;1;0;3;0;0
R1175;24-9-2015;13:37;36;0;0;2;4;1;0;0;0
R1177;24-9-2015;13:42;31;2;0;3;0;0;1;0;0
R1179;24-9-2015;13:46;0;0;0;0;1;0;0;0;0
R1181;24-9-2015;13:51;0;0;0;0;0;0;0;0;0
R1183;24-9-2015;13:56;32;1;1;1;1;0;0;0;0
R1185;24-9-2015;14:01;14;0;0;0;0;0;0;0;0
R1187;24-9-2015;14:06;66;0;0;0;0;0;0;0;0
R1189;24-9-2015;14:10;17;2;1;1;0;0;0;0;0
R1191;24-9-2015;14:15;41;0;1;1;1;0;0;0;0
R1193;24-9-2015;14:20;59;0;0;1;8;0;0;0;0
R1195;24-9-2015;14:25;5;0;0;0;0;0;0;0;0
R1197;24-9-2015;14:29;11;0;0;0;0;2;0;0;0
R1199;24-9-2015;14:34;0;3;0;1;4;2;0;0;0
R1201;24-9-2015;14:39;53;0;2;0;1;0;0;0;0
R1203;24-9-2015;14:42;35;0;0;0;0;1;0;0;0
R1205;24-9-2015;14:48;84;6;4;1;3;0;0;0;0
R1207;24-9-2015;14:52;27;1;0;0;0;0;0;0;0
R1209;24-9-2015;14:57;15;2;0;0;1;0;0;0;0
R1211;24-9-2015;15:01;13;0;0;0;1;0;0;0;0
R1213;24-9-2015;15:06;33;1;0;0;3;2;0;0;0
R1215;24-9-2015;15:10;0;3;1;0;0;1;0;0;0
R1217;24-9-2015;15:14;1;1;0;0;0;0;0;0;0
R1219;24-9-2015;15:19;9;2;1;2;0;0;4;1;0
R1221;24-9-2015;15:23;14;0;0;2;1;0;0;0;0
R1223;24-9-2015;15:27;39;0;1;0;1;1;0;0;0
R1225;24-9-2015;15:32;6;6;0;0;0;0;0;0;0
R1227;24-9-2015;15:36;1;1;0;1;1;0;0;0;0
R1229;24-9-2015;15:40;13;1;0;0;0;0;0;0;0
R1231;24-9-2015;15:45;18;1;0;0;1;1;0;0;0
R1233;24-9-2015;15:49;0;0;0;0;1;2;0;0;0
R1235;24-9-2015;15:53;0;0;0;0;0;1;0;0;0
R1237;24-9-2015;15:58;92;1;0;0;0;1;0;0;0
R1239;24-9-2015;16:02;11;0;0;1;0;0;0;0;0
R1241;24-9-2015;16:06;24;3;1;1;1;1;0;0;0
R1243;24-9-2015;16:11;3;0;0;0;0;0;0;0;0
R1245;24-9-2015;16:15;22;1;0;0;0;0;0;0;0
R1247;24-9-2015;16:19;41;3;0;4;2;0;0;0;0
R1249;24-9-2015;16:24;18;0;0;0;0;0;0;0;0
R1251;24-9-2015;16:28;8;1;1;2;1;1;1;1;0
R1253;24-9-2015;16:32;0;4;0;2;0;1;0;0;0
R1255;24-9-2015;16:37;27;2;0;4;0;0;0;0;0
R1257;24-9-2015;16:41;48;1;1;0;1;0;0;0;0
R1259;24-9-2015;16:45;26;0;0;1;0;0;0;0;0
R1261;24-9-2015;16:50;16;0;0;1;0;0;0;0;0
R1263;24-9-2015;16:54;13;0;0;0;0;0;0;0;0
R1265;24-9-2015;16:58;28;0;0;3;1;1;0;0;0
R1267;24-9-2015;17:03;7;0;0;0;0;0;0;0;0
R1269;24-9-2015;17:07;0;0;0;0;0;0;0;0;0
R1271;24-9-2015;17:11;0;0;0;0;0;0;0;0;0
R1273;24-9-2015;17:16;20;0;0;0;3;0;0;0;0
R1275;24-9-2015;17:20;18;0;3;0;0;0;0;0;0
R1277;24-9-2015;17:24;24;0;3;0;16;1;3;0;0
R1279;24-9-2015;17:29;20;0;2;0;1;2;0;0;0
R1283;24-9-2015;17:37;0;1;0;0;0;0;0;0;0
R1285;24-9-2015;17:42;25;0;0;0;1;0;0;0;0
R1287;24-9-2015;17:46;42;0;2;3;3;1;0;0;0
R1289;24-9-2015;17:51;0;0;0;0;0;0;0;0;0
R1291;24-9-2015;17:56;31;0;0;1;0;1;0;0;0
R1293;24-9-2015;18:01;15;0;0;1;0;0;0;0;0
R1295;24-9-2015;18:10;39;2;2;1;0;0;0;0;0
R1297;24-9-2015;18:24;36;0;0;0;0;0;0;0;0
R1299;24-9-2015;18:39;39;2;1;2;0;0;0;0;0
R1301;24-9-2015;18:50;0;0;0;0;0;0;0;0;0
R1303;24-9-2015;19:09;24;1;1;1;1;0;0;0;0
R1305;24-9-2015;19:24;23;3;0;0;0;0;0;0;0
R1307;24-9-2015;19:37;22;0;2;1;0;0;0;0;0
R1309;24-9-2015;19:52;16;0;0;0;2;0;0;0;0
R1311;24-9-2015;20:07;24;1;1;0;3;0;0;0;0
R1313;24-9-2015;20:22;22;1;0;1;0;0;0;0;0
R1315;24-9-2015;20:37;12;0;2;1;1;0;0;0;0
R1317;24-9-2015;20:52;9;1;0;1;4;0;0;0;0
R1319;24-9-2015;21:07;13;0;0;0;0;0;0;0;0
R1001;25-9-2015;6:10;0;2;0;0;0;0;0;0;0
R1003;25-9-2015;6:30;29;1;2;0;0;0;0;0;0
R1005;25-9-2015;6:42;41;0;0;0;2;2;0;0;0
R1007;25-9-2015;6:55;38;3;1;3;1;0;0;0;0
R1009;25-9-2015;7:05;28;2;0;1;0;0;0;0;0
R1011;25-9-2015;7:14;42;1;0;1;0;0;0;0;0
R1013;25-9-2015;7:21;24;1;0;0;0;0;0;0;0
R1015;25-9-2015;7:26;70;2;0;0;2;1;0;0;0
R1017;25-9-2015;7:31;0;51;0;0;0;0;0;0;0
R1019;25-9-2015;7:36;49;13;1;2;1;0;0;0;0
R1021;25-9-2015;7:40;43;1;0;0;0;0;0;0;0
R1023;25-9-2015;7:44;0;51;1;1;0;0;0;0;0
R1025;25-9-2015;7:48;61;0;0;0;1;0;0;0;0
R1027;25-9-2015;7:52;59;0;0;0;0;0;0;0;0
R1029;25-9-2015;7:57;1;55;3;0;0;0;0;0;0
R1031;25-9-2015;8:01;95;2;1;0;1;0;0;0;0
R1033;25-9-2015;8:05;223;0;2;3;0;1;0;0;0
R1035;25-9-2015;8:09;101;4;1;2;2;0;0;0;0
R1037;25-9-2015;8:14;119;1;1;1;2;0;0;0;0
R1039;25-9-2015;8:18;95;0;0;0;0;0;0;0;0
R1041;25-9-2015;8:22;231;8;1;2;5;0;0;0;0
R1043;25-9-2015;8:26;100;0;2;0;2;0;1;0;0
R1045;25-9-2015;8:30;202;4;0;2;0;0;0;0;0
R1047;25-9-2015;8:35;105;0;2;3;4;2;0;0;0
R1049;25-9-2015;8:39;86;8;1;1;1;0;0;0;0
R1051;25-9-2015;8:43;106;1;2;2;3;2;0;0;0
R1053;25-9-2015;8:47;0;0;0;0;0;0;0;0;0
R1055;25-9-2015;8:52;58;0;0;1;0;1;0;0;0
R1057;25-9-2015;8:56;148;4;5;3;2;3;1;0;0
R1059;25-9-2015;9:00;80;0;2;1;4;1;0;0;0
R1061;25-9-2015;9:05;74;0;0;2;1;0;0;0;0
R1063;25-9-2015;9:09;74;0;0;1;0;0;0;1;0
R1065;25-9-2015;9:14;32;6;4;5;0;0;0;0;0
R1067;25-9-2015;9:19;84;0;0;0;3;0;0;0;0
R1069;25-9-2015;9:24;96;1;0;3;0;0;0;0;0
R1071;25-9-2015;9:28;1;0;0;0;0;0;0;0;0
R1073;25-9-2015;9:33;59;0;2;4;0;0;0;0;0
R1075;25-9-2015;9:38;48;1;1;0;0;0;0;0;0
R1077;25-9-2015;9:43;102;2;0;2;1;1;0;0;0
R1079;25-9-2015;9:48;105;2;3;0;0;2;2;0;0
R1081;25-9-2015;9:52;42;0;1;2;2;1;0;0;0
R1083;25-9-2015;9:57;80;1;0;0;0;0;0;0;0
R1085;25-9-2015;10:02;94;2;1;0;0;0;0;0;0
R1087;25-9-2015;10:07;69;4;2;5;4;0;0;0;0
R1089;25-9-2015;10:11;0;0;0;1;0;0;0;0;0
R1091;25-9-2015;10:16;200;10;0;2;0;0;0;0;0
R1093;25-9-2015;10:21;64;2;0;0;1;0;0;0;0
R1095;25-9-2015;10:26;226;1;2;2;8;1;0;1;0
R1097;25-9-2015;10:31;58;7;0;0;3;0;0;0;0
R1099;25-9-2015;10:35;59;3;5;2;1;0;1;0;0
R1101;25-9-2015;10:40;37;5;1;0;4;1;0;0;0
R1103;25-9-2015;10:45;0;0;0;0;0;0;0;0;0
R1105;25-9-2015;10:50;42;2;0;0;2;1;0;0;0
R1107;25-9-2015;10:54;9;0;0;1;0;1;0;0;0
R1109;25-9-2015;10:59;52;1;1;2;4;0;0;0;0
R1111;25-9-2015;11:04;5;0;1;0;0;1;0;0;0
R1113;25-9-2015;11:09;23;0;0;3;3;0;0;0;0
R1115;25-9-2015;11:14;80;0;1;1;0;1;1;0;0
R1117;25-9-2015;11:18;13;2;0;1;0;0;0;0;0
R1119;25-9-2015;11:23;83;0;0;0;10;0;0;0;0
R1121;25-9-2015;11:28;65;1;1;1;0;0;0;0;0
R1123;25-9-2015;11:33;56;1;0;0;0;0;2;0;0
R1125;25-9-2015;11:37;0;1;1;0;2;0;0;0;0
R1127;25-9-2015;11:42;69;3;0;3;0;0;0;0;0
R1129;25-9-2015;11:47;31;1;1;0;0;0;0;0;0
R1131;25-9-2015;11:52;24;0;0;0;2;0;0;0;0
R1133;25-9-2015;11:57;56;0;1;0;2;1;0;0;0
R1135;25-9-2015;12:01;46;2;0;1;1;0;1;0;0
R1137;25-9-2015;12:06;65;2;0;0;1;1;0;0;0
R1139;25-9-2015;12:11;35;0;0;0;0;0;0;0;0
R1141;25-9-2015;12:16;66;1;0;1;0;0;0;0;0
R1143;25-9-2015;12:20;3;1;0;2;0;0;0;0;0
R1145;25-9-2015;12:25;93;0;3;0;6;0;0;0;0
R1147;25-9-2015;12:30;101;3;3;1;1;0;0;0;0
R1149;25-9-2015;12:35;36;0;0;0;0;0;0;0;0
R1151;25-9-2015;12:40;125;4;3;3;4;0;0;0;0
R1153;25-9-2015;12:44;68;1;2;2;0;0;0;0;0
R1155;25-9-2015;12:49;70;0;2;2;2;3;0;0;0
R1157;25-9-2015;12:54;56;0;0;0;5;1;0;0;0
R1159;25-9-2015;12:59;61;3;0;0;0;2;0;0;0
R1161;25-9-2015;13:03;19;0;0;2;0;0;0;0;0
R1163;25-9-2015;13:08;25;0;1;0;1;0;0;0;0
R1165;25-9-2015;13:13;11;0;0;1;2;0;0;0;0
R1167;25-9-2015;13:18;16;0;2;0;2;0;0;1;0
R1169;25-9-2015;13:23;65;0;0;1;0;0;0;0;0
R1171;25-9-2015;13:27;30;0;0;0;0;1;0;0;0
R1173;25-9-2015;13:32;53;1;0;1;1;0;0;0;0
R1175;25-9-2015;13:37;14;0;0;1;0;0;0;0;0
R1177;25-9-2015;13:42;28;2;0;0;1;0;0;0;0
R1179;25-9-2015;13:46;3;0;2;0;1;0;0;0;0
R1181;25-9-2015;13:51;20;0;0;0;0;1;0;0;0
R1183;25-9-2015;13:56;13;1;0;0;2;1;0;0;0
R1185;25-9-2015;14:01;24;1;0;0;0;0;0;0;0
R1187;25-9-2015;14:06;14;0;0;0;2;0;0;0;0
R1189;25-9-2015;14:10;2;0;0;0;0;1;0;0;0
R1191;25-9-2015;14:15;49;1;1;0;0;0;0;0;0
R1193;25-9-2015;14:20;10;0;2;0;0;0;0;0;0
R1195;25-9-2015;14:25;27;0;1;0;0;2;0;0;0
R1197;25-9-2015;14:29;7;0;0;0;0;0;0;0;0
R1199;25-9-2015;14:34;34;3;1;0;1;0;0;0;0
R1201;25-9-2015;14:39;3;4;1;1;1;0;0;0;0
R1203;25-9-2015;14:42;8;1;0;0;0;0;0;0;0
R1205;25-9-2015;14:48;40;2;1;2;1;0;1;0;0
R1207;25-9-2015;14:52;13;0;0;0;0;0;0;0;0
R1209;25-9-2015;14:57;5;0;0;0;0;0;0;0;0
R1211;25-9-2015;15:01;10;1;1;0;0;0;0;0;0
R1213;25-9-2015;15:06;12;0;2;0;0;0;0;0;0
R1215;25-9-2015;15:10;19;0;0;0;2;1;0;0;0
R1217;25-9-2015;15:14;14;0;0;0;1;0;0;0;0
R1219;25-9-2015;15:19;8;1;0;1;0;0;0;0;0
R1221;25-9-2015;15:23;11;1;1;0;0;1;0;0;0
R1223;25-9-2015;15:27;8;0;0;0;2;0;0;0;0
R1225;25-9-2015;15:32;13;1;0;0;1;1;0;0;0
R1227;25-9-2015;15:36;19;3;0;0;0;0;0;0;0
R1229;25-9-2015;15:40;11;1;2;0;1;0;0;0;0
R1231;25-9-2015;15:45;11;1;0;0;0;0;0;0;0
R1233;25-9-2015;15:49;7;0;0;0;0;0;0;0;0
R1235;25-9-2015;15:53;6;0;0;0;0;0;0;0;0
R1237;25-9-2015;15:58;5;6;0;0;0;0;0;0;0
R1239;25-9-2015;16:02;15;0;0;0;0;0;0;0;0
R1241;25-9-2015;16:06;6;2;0;5;4;0;0;0;0
R1243;25-9-2015;16:11;6;2;0;0;1;0;0;0;0
R1245;25-9-2015;16:15;2;0;0;2;1;2;0;0;0
R1247;25-9-2015;16:19;9;0;0;1;0;0;0;0;0
R1249;25-9-2015;16:24;8;0;1;1;0;0;1;0;0
R1251;25-9-2015;16:28;6;0;0;0;0;0;0;0;0
R1253;25-9-2015;16:32;0;0;0;4;1;1;0;0;0
R1255;25-9-2015;16:37;8;3;0;3;0;0;0;0;0
R1257;25-9-2015;16:41;10;0;0;1;0;0;0;0;0
R1259;25-9-2015;16:45;8;0;1;0;0;0;0;0;0
R1261;25-9-2015;16:50;15;1;1;1;0;0;0;0;0
R1263;25-9-2015;16:54;9;1;0;0;0;0;0;0;0
R1265;25-9-2015;16:58;14;0;0;2;2;0;0;0;0
R1267;25-9-2015;17:03;13;0;0;0;0;0;0;0;0
R1269;25-9-2015;17:07;0;0;0;0;0;0;1;0;0
R1271;25-9-2015;17:11;20;0;0;0;2;3;0;0;0
R1273;25-9-2015;17:16;14;0;0;0;1;0;0;0;0
R1275;25-9-2015;17:20;7;0;0;0;1;0;0;0;0
R1277;25-9-2015;17:24;18;0;0;1;0;0;1;0;0
R1279;25-9-2015;17:29;12;2;0;0;1;0;0;0;0
R1281;25-9-2015;17:33;0;0;0;0;0;0;0;0;0
R1283;25-9-2015;17:37;8;0;3;0;0;0;0;0;0
R1285;25-9-2015;17:42;0;0;0;0;0;0;0;0;0
R1287;25-9-2015;17:46;23;0;0;1;0;0;0;0;0
R1289;25-9-2015;17:51;0;0;1;0;0;0;0;0;0
R1291;25-9-2015;17:56;17;0;0;0;2;1;0;0;0
R1293;25-9-2015;18:01;13;2;0;0;0;1;0;0;0
R1295;25-9-2015;18:10;10;0;0;1;2;0;0;0;0
R1297;25-9-2015;18:24;28;2;0;0;0;0;0;0;0
R1299;25-9-2015;18:39;40;0;0;20;0;0;0;0;0
R1301;25-9-2015;18:50;32;1;0;0;0;0;0;0;0
R1303;25-9-2015;19:09;31;1;0;1;0;0;0;0;0
R1305;25-9-2015;19:24;21;2;0;0;0;0;0;0;0
R1307;25-9-2015;19:37;9;0;0;0;0;0;0;0;0
R1309;25-9-2015;19:52;13;0;0;0;0;0;0;0;0
R1311;25-9-2015;20:07;10;1;0;0;0;0;0;0;0
R1313;25-9-2015;20:22;13;0;0;0;0;0;0;0;0
R1315;25-9-2015;20:37;9;0;1;0;1;0;0;0;0
R1317;25-9-2015;20:52;13;0;0;0;0;1;0;0;0
R1319;25-9-2015;21:07;4;0;0;0;0;0;0;0;0
R1001;28-9-2015;6:10;0;1;0;0;0;0;0;0;0
R1005;28-9-2015;6:42;0;10;1;0;0;0;0;0;0
R1007;28-9-2015;6:55;49;0;1;1;1;0;0;0;0
R1009;28-9-2015;7:05;0;30;1;3;1;0;0;0;0
R1013;28-9-2015;7:21;53;1;0;1;2;0;1;0;0
R1015;28-9-2015;7:26;33;97;0;1;2;0;1;0;0
R1017;28-9-2015;7:31;123;5;1;3;3;0;0;0;0
R1019;28-9-2015;7:36;49;38;1;1;1;0;0;0;0
R1021;28-9-2015;7:40;77;1;0;0;0;1;0;0;0
R1023;28-9-2015;7:44;60;1;0;0;0;0;0;0;0
R1025;28-9-2015;7:48;72;44;0;0;0;0;0;0;0
R1029;28-9-2015;7:57;86;16;0;1;0;0;0;0;0
R1031;28-9-2015;8:01;90;2;0;0;5;0;0;0;0
R1033;28-9-2015;8:05;126;1;0;2;0;3;0;0;0
R1035;28-9-2015;8:09;296;0;1;1;1;1;0;0;0
R1037;28-9-2015;8:14;166;3;0;0;0;0;0;1;0
R1039;28-9-2015;8:18;184;2;1;3;2;0;0;1;0
R1041;28-9-2015;8:22;125;0;0;0;0;0;0;0;0
R1043;28-9-2015;8:26;199;2;0;0;1;0;0;0;0
R1047;28-9-2015;8:35;461;5;5;0;0;2;0;0;0
R1049;28-9-2015;8:39;406;8;1;6;2;2;2;0;0
R1051;28-9-2015;8:43;331;0;3;1;3;2;0;0;0
R1053;28-9-2015;8:47;158;2;4;0;3;0;0;0;0
R1055;28-9-2015;8:52;110;0;0;0;0;0;0;0;0
R1057;28-9-2015;8:56;101;0;0;0;6;1;0;0;0
R1059;28-9-2015;9:00;242;1;0;0;2;0;0;0;0
R1061;28-9-2015;9:05;135;1;2;1;0;0;0;0;0
R1065;28-9-2015;9:14;154;2;2;4;0;0;0;0;0
R1067;28-9-2015;9:19;121;0;0;0;0;0;1;0;0
R1069;28-9-2015;9:24;210;1;2;3;2;0;0;0;0
R1071;28-9-2015;9:28;70;2;0;1;0;0;0;0;0
R1073;28-9-2015;9:33;110;0;0;2;3;0;0;1;0
R1075;28-9-2015;9:38;175;0;0;2;1;0;0;0;0
R1077;28-9-2015;9:43;84;0;0;1;2;0;0;0;0
R1079;28-9-2015;9:48;141;1;1;1;1;1;0;0;0
R1083;28-9-2015;9:57;203;1;0;1;0;0;0;0;0
R1085;28-9-2015;10:02;171;2;1;0;2;0;1;0;0
R1087;28-9-2015;10:07;220;4;0;0;3;1;0;0;0
R1089;28-9-2015;10:11;217;1;0;1;0;0;0;0;0
R1091;28-9-2015;10:16;279;0;1;1;1;0;0;0;0
R1093;28-9-2015;10:21;44;1;1;0;0;0;0;0;0
R1095;28-9-2015;10:26;161;0;0;0;0;0;0;0;0
R1097;28-9-2015;10:31;172;4;0;3;0;0;0;0;0
R1101;28-9-2015;10:40;189;3;0;1;4;0;0;0;0
R1103;28-9-2015;10:45;88;3;1;1;0;0;0;0;0
R1107;28-9-2015;10:54;111;0;0;0;0;0;0;0;0
R1109;28-9-2015;10:59;80;0;0;1;4;0;0;0;0
R1111;28-9-2015;11:04;43;2;2;2;0;1;0;0;0
R1113;28-9-2015;11:09;64;0;0;0;4;0;0;0;0
R1115;28-9-2015;11:14;56;0;0;0;0;0;0;0;0
R1119;28-9-2015;11:23;105;1;0;0;0;0;0;1;0
R1121;28-9-2015;11:28;79;1;0;0;0;0;1;0;0
R1123;28-9-2015;11:33;127;0;0;2;0;1;0;0;0
R1125;28-9-2015;11:37;45;3;1;0;3;0;0;0;0
R1127;28-9-2015;11:42;68;2;1;1;2;0;0;0;0
R1129;28-9-2015;11:47;57;1;1;0;0;1;0;0;0
R1131;28-9-2015;11:52;63;2;1;1;5;0;0;0;0
R1133;28-9-2015;11:57;27;1;0;0;0;1;0;0;0
R1137;28-9-2015;12:06;59;0;3;1;0;0;0;0;0
R1139;28-9-2015;12:11;60;4;1;1;4;0;0;0;0
R1141;28-9-2015;12:16;73;1;0;2;0;0;0;0;0
R1143;28-9-2015;12:20;46;0;0;0;0;0;0;0;0
R1145;28-9-2015;12:25;106;1;0;0;1;1;0;0;0
R1147;28-9-2015;12:30;115;0;2;2;2;1;0;0;0
R1149;28-9-2015;12:35;189;3;0;1;6;0;0;0;0
R1151;28-9-2015;12:40;110;0;2;1;1;1;0;0;0
R1153;28-9-2015;12:44;140;1;0;0;0;2;0;1;0
R1155;28-9-2015;12:49;11;0;1;0;0;0;1;0;0
R1157;28-9-2015;12:54;247;4;5;6;7;3;0;0;0
R1159;28-9-2015;12:59;119;1;1;1;0;0;0;0;0
R1161;28-9-2015;13:03;133;2;2;2;73;2;1;0;0
R1163;28-9-2015;13:08;39;0;1;2;4;0;1;0;0
R1165;28-9-2015;13:13;90;0;0;1;0;3;0;0;0
R1167;28-9-2015;13:18;88;1;0;0;6;0;1;0;0
R1169;28-9-2015;13:23;37;0;0;0;4;0;0;0;0
R1171;28-9-2015;13:27;48;1;1;0;0;1;0;0;0
R1173;28-9-2015;13:32;28;1;0;0;0;0;0;0;0
R1175;28-9-2015;13:37;25;3;0;0;1;0;0;0;0
R1177;28-9-2015;13:42;64;1;0;0;0;0;1;0;0
R1179;28-9-2015;13:46;30;0;0;1;2;0;0;0;0
R1181;28-9-2015;13:51;23;0;0;0;0;1;1;0;0
R1183;28-9-2015;13:56;29;1;0;2;0;0;0;0;0
R1185;28-9-2015;14:01;36;0;0;0;0;0;0;0;0
R1187;28-9-2015;14:06;50;1;3;1;3;0;0;0;0
R1189;28-9-2015;14:10;47;0;0;0;0;0;0;0;0
R1191;28-9-2015;14:15;14;0;1;1;0;0;0;0;0
R1193;28-9-2015;14:20;42;0;0;2;1;0;0;0;0
R1195;28-9-2015;14:25;30;2;0;0;0;0;0;0;0
R1197;28-9-2015;14:29;46;0;1;0;0;0;0;0;0
R1199;28-9-2015;14:34;27;0;0;0;0;0;0;0;0
R1201;28-9-2015;14:39;51;0;0;1;4;1;0;0;0
R1203;28-9-2015;14:42;72;0;0;1;2;0;0;0;0
R1205;28-9-2015;14:48;46;1;0;0;1;3;0;0;0
R1207;28-9-2015;14:52;50;0;3;0;0;0;2;0;0
R1209;28-9-2015;14:57;40;2;0;3;0;0;0;0;0
R1211;28-9-2015;15:01;30;0;0;2;1;0;0;0;0
R1213;28-9-2015;15:06;20;0;0;1;0;0;1;2;0
R1215;28-9-2015;15:10;34;1;1;2;0;0;0;0;0
R1217;28-9-2015;15:14;23;0;0;0;0;0;0;0;0
R1219;28-9-2015;15:19;15;0;0;1;0;0;0;0;0
R1221;28-9-2015;15:23;16;0;0;0;0;0;0;0;0
R1223;28-9-2015;15:27;19;0;1;0;1;0;0;1;0
R1225;28-9-2015;15:32;26;1;1;0;1;0;1;0;0
R1227;28-9-2015;15:36;14;0;0;1;0;0;0;0;0
R1229;28-9-2015;15:40;15;1;1;0;0;0;0;0;0
R1231;28-9-2015;15:45;5;0;0;0;0;0;0;0;0
R1233;28-9-2015;15:49;28;2;0;0;2;0;0;0;0
R1235;28-9-2015;15:53;33;0;0;0;1;0;0;0;0
R1237;28-9-2015;15:58;14;2;0;0;0;0;0;0;0
R1239;28-9-2015;16:02;12;1;0;0;0;2;0;0;0
R1241;28-9-2015;16:06;30;2;0;1;2;0;0;0;0
R1243;28-9-2015;16:11;28;2;0;0;0;0;0;0;0
R1245;28-9-2015;16:15;8;0;0;0;0;1;0;0;0
R1247;28-9-2015;16:19;12;0;0;0;0;0;0;0;0
R1249;28-9-2015;16:24;13;3;2;0;2;1;0;0;0
R1251;28-9-2015;16:28;42;1;0;1;1;0;0;0;0
R1253;28-9-2015;16:32;59;5;0;0;0;0;0;0;0
R1255;28-9-2015;16:37;26;0;1;1;3;0;0;0;0
R1257;28-9-2015;16:41;46;2;1;0;3;1;0;0;0
R1259;28-9-2015;16:45;34;0;0;1;0;0;0;0;0
R1261;28-9-2015;16:50;17;5;1;4;0;0;0;0;0
R1263;28-9-2015;16:54;18;0;0;0;3;2;0;0;0
R1265;28-9-2015;16:58;45;0;0;0;0;2;4;0;0
R1267;28-9-2015;17:03;16;6;1;3;5;0;0;0;0
R1269;28-9-2015;17:07;36;1;0;0;1;2;1;0;0
R1271;28-9-2015;17:11;37;0;2;0;1;3;0;0;0
R1273;28-9-2015;17:16;21;0;0;0;0;0;0;0;0
R1275;28-9-2015;17:20;11;5;0;0;1;0;0;0;0
R1277;28-9-2015;17:24;26;0;1;0;0;0;0;0;0
R1279;28-9-2015;17:29;53;0;1;1;0;3;0;0;0
R1281;28-9-2015;17:33;21;2;0;1;2;0;0;0;0
R1283;28-9-2015;17:37;12;2;0;0;1;1;1;0;0
R1285;28-9-2015;17:42;15;1;3;0;0;0;0;0;0
R1287;28-9-2015;17:46;25;0;2;1;2;0;0;0;0
R1289;28-9-2015;17:51;18;0;0;0;1;1;0;0;0
R1291;28-9-2015;17:56;12;0;0;1;0;0;1;0;0
R1293;28-9-2015;18:01;15;0;0;0;1;1;0;0;0
R1295;28-9-2015;18:10;29;1;0;0;2;0;0;0;0
R1297;28-9-2015;18:24;12;0;1;0;0;0;0;0;0
R1299;28-9-2015;18:39;14;2;0;0;2;0;0;0;0
R1301;28-9-2015;18:50;27;1;0;1;0;0;0;0;0
R1303;28-9-2015;19:09;29;1;1;2;0;0;0;0;0
R1305;28-9-2015;19:24;17;0;0;0;0;0;0;0;0
R1307;28-9-2015;19:37;14;1;0;4;1;0;0;0;0
R1309;28-9-2015;19:52;7;0;0;0;0;0;0;0;0
